date,instrument_key,issuer_name,symbol,sector,shares_end,close_price,market_value_end,weight_end,rebalance_id
2019-02-14,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,20.25133000,1.000000000000,1.000000000000,S3PBO-R001
2019-02-15,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,20.52533000,1.013529975562,1.000000000000,
2019-02-19,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,20.37600000,1.006156138881,1.000000000000,
2019-02-20,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,20.17067000,0.996017051720,1.000000000000,
2019-02-21,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,19.41533000,0.958718760694,1.000000000000,
2019-02-22,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,19.64733000,0.970174798396,1.000000000000,
2019-02-25,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,19.91800000,0.983540340313,1.000000000000,
2019-02-26,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,19.85733000,0.980544487695,1.000000000000,
2019-02-27,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,20.98267000,1.036113183677,1.000000000000,
2019-02-28,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,21.32533000,1.053033553846,1.000000000000,S3PBO-R002
2019-03-01,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,19.65267000,0.970438484781,1.000000000000,
2019-03-04,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,19.02400000,0.939395091582,1.000000000000,
2019-03-05,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,18.43600000,0.910359961543,1.000000000000,
2019-03-06,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,18.41600000,0.909372372086,1.000000000000,
2019-03-07,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,18.43933000,0.910524395188,1.000000000000,
2019-03-08,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,18.94267000,0.935379059054,1.000000000000,
2019-03-11,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,19.39467000,0.957698580785,1.000000000000,
2019-03-12,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,18.89067000,0.932811326466,1.000000000000,
2019-03-13,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,19.26400000,0.951246165067,1.000000000000,
2019-03-14,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,19.33067000,0.954538294522,1.000000000000,
2019-03-15,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,18.36200000,0.906705880552,1.000000000000,
2019-03-18,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,17.96600000,0.887151609302,1.000000000000,
2019-03-19,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,17.83133000,0.880501675692,1.000000000000,
2019-03-20,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,18.24000000,0.900681584864,1.000000000000,
2019-03-21,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,18.26800000,0.902064210104,1.000000000000,
2019-03-22,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,17.63533000,0.870823299013,1.000000000000,
2019-03-25,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,17.36133000,0.857293323451,1.000000000000,
2019-03-26,88160R101|COM||SH|TESLA INC,TESLA INC,TSLA,Consumer Discretionary,0.049379472854,17.85133000,0.881489265149,1.000000000000,
