fund,signal_family,signal_name,signal_date,effective_trade_date,source_public_date,trade_after_public_flag,sector
CROSS_FUND,cross_fund_consensus,sector_confirmation,2020-08-17,2020-08-17,PIF:2020-08-14|NBIM:2020-02-25,1,Energy
CROSS_FUND,cross_fund_consensus,sector_confirmation,2020-08-17,2020-08-17,PIF:2020-08-14|NBIM:2020-02-25,1,Financials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2020-08-17,2020-08-17,PIF:2020-08-14|NBIM:2020-02-25,1,Health Care
CROSS_FUND,cross_fund_consensus,sector_confirmation,2020-08-17,2020-08-17,PIF:2020-08-14|NBIM:2020-02-25,1,Industrials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2020-08-17,2020-08-17,PIF:2020-08-14|NBIM:2020-02-25,1,Materials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2020-08-17,2020-08-17,PIF:2020-08-14|NBIM:2020-02-25,1,Real Estate
CROSS_FUND,cross_fund_consensus,sector_confirmation,2020-08-17,2020-08-17,PIF:2020-08-14|NBIM:2020-02-25,1,Technology
CROSS_FUND,cross_fund_consensus,sector_confirmation,2020-08-17,2020-08-17,PIF:2020-08-14|NBIM:2020-02-25,1,Utilities
PIF,pif_exposure,visible_sleeve_regime,2020-08-14,2020-08-17,2020-08-14,1,
PIF,pif_sector_proxy,sector_rotation_proxy,2020-08-14,2020-08-17,2020-08-14,1,Communication Services
PIF,pif_sector_proxy,sector_rotation_proxy,2020-08-14,2020-08-17,2020-08-14,1,Consumer Discretionary
PIF,pif_sector_proxy,sector_rotation_proxy,2020-08-14,2020-08-17,2020-08-14,1,Consumer Staples
PIF,pif_sector_proxy,sector_rotation_proxy,2020-08-14,2020-08-17,2020-08-14,1,Energy
PIF,pif_sector_proxy,sector_rotation_proxy,2020-08-14,2020-08-17,2020-08-14,1,Financials
PIF,pif_sector_proxy,sector_rotation_proxy,2020-08-14,2020-08-17,2020-08-14,1,Health Care
PIF,pif_sector_proxy,sector_rotation_proxy,2020-08-14,2020-08-17,2020-08-14,1,Industrials
PIF,pif_sector_proxy,sector_rotation_proxy,2020-08-14,2020-08-17,2020-08-14,1,Materials
PIF,pif_sector_proxy,sector_rotation_proxy,2020-08-14,2020-08-17,2020-08-14,1,Real Estate
PIF,pif_sector_proxy,sector_rotation_proxy,2020-08-14,2020-08-17,2020-08-14,1,Technology
PIF,pif_sector_proxy,sector_rotation_proxy,2020-08-14,2020-08-17,2020-08-14,1,Utilities
CROSS_FUND,cross_fund_consensus,sector_confirmation,2020-11-17,2020-11-17,PIF:2020-11-16|NBIM:2020-02-25,1,Communication Services
CROSS_FUND,cross_fund_consensus,sector_confirmation,2020-11-17,2020-11-17,PIF:2020-11-16|NBIM:2020-02-25,1,Consumer Discretionary
CROSS_FUND,cross_fund_consensus,sector_confirmation,2020-11-17,2020-11-17,PIF:2020-11-16|NBIM:2020-02-25,1,Consumer Staples
CROSS_FUND,cross_fund_consensus,sector_confirmation,2020-11-17,2020-11-17,PIF:2020-11-16|NBIM:2020-02-25,1,Energy
CROSS_FUND,cross_fund_consensus,sector_confirmation,2020-11-17,2020-11-17,PIF:2020-11-16|NBIM:2020-02-25,1,Financials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2020-11-17,2020-11-17,PIF:2020-11-16|NBIM:2020-02-25,1,Health Care
CROSS_FUND,cross_fund_consensus,sector_confirmation,2020-11-17,2020-11-17,PIF:2020-11-16|NBIM:2020-02-25,1,Industrials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2020-11-17,2020-11-17,PIF:2020-11-16|NBIM:2020-02-25,1,Materials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2020-11-17,2020-11-17,PIF:2020-11-16|NBIM:2020-02-25,1,Real Estate
CROSS_FUND,cross_fund_consensus,sector_confirmation,2020-11-17,2020-11-17,PIF:2020-11-16|NBIM:2020-02-25,1,Technology
CROSS_FUND,cross_fund_consensus,sector_confirmation,2020-11-17,2020-11-17,PIF:2020-11-16|NBIM:2020-02-25,1,Utilities
PIF,pif_exposure,visible_sleeve_regime,2020-11-16,2020-11-17,2020-11-16,1,
PIF,pif_sector_proxy,sector_rotation_proxy,2020-11-16,2020-11-17,2020-11-16,1,Communication Services
PIF,pif_sector_proxy,sector_rotation_proxy,2020-11-16,2020-11-17,2020-11-16,1,Consumer Discretionary
PIF,pif_sector_proxy,sector_rotation_proxy,2020-11-16,2020-11-17,2020-11-16,1,Consumer Staples
PIF,pif_sector_proxy,sector_rotation_proxy,2020-11-16,2020-11-17,2020-11-16,1,Energy
PIF,pif_sector_proxy,sector_rotation_proxy,2020-11-16,2020-11-17,2020-11-16,1,Financials
PIF,pif_sector_proxy,sector_rotation_proxy,2020-11-16,2020-11-17,2020-11-16,1,Health Care
PIF,pif_sector_proxy,sector_rotation_proxy,2020-11-16,2020-11-17,2020-11-16,1,Industrials
PIF,pif_sector_proxy,sector_rotation_proxy,2020-11-16,2020-11-17,2020-11-16,1,Materials
PIF,pif_sector_proxy,sector_rotation_proxy,2020-11-16,2020-11-17,2020-11-16,1,Real Estate
PIF,pif_sector_proxy,sector_rotation_proxy,2020-11-16,2020-11-17,2020-11-16,1,Technology
PIF,pif_sector_proxy,sector_rotation_proxy,2020-11-16,2020-11-17,2020-11-16,1,Utilities
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-02-26,2021-02-26,PIF:2020-11-16|NBIM:2021-02-25,1,Communication Services
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-02-26,2021-02-26,PIF:2020-11-16|NBIM:2021-02-25,1,Consumer Discretionary
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-02-26,2021-02-26,PIF:2020-11-16|NBIM:2021-02-25,1,Consumer Staples
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-02-26,2021-02-26,PIF:2020-11-16|NBIM:2021-02-25,1,Energy
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-02-26,2021-02-26,PIF:2020-11-16|NBIM:2021-02-25,1,Financials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-02-26,2021-02-26,PIF:2020-11-16|NBIM:2021-02-25,1,Health Care
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-02-26,2021-02-26,PIF:2020-11-16|NBIM:2021-02-25,1,Industrials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-02-26,2021-02-26,PIF:2020-11-16|NBIM:2021-02-25,1,Materials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-02-26,2021-02-26,PIF:2020-11-16|NBIM:2021-02-25,1,Real Estate
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-02-26,2021-02-26,PIF:2020-11-16|NBIM:2021-02-25,1,Technology
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-02-26,2021-02-26,PIF:2020-11-16|NBIM:2021-02-25,1,Utilities
NBIM,nbim_industry_concentration,top_sector_concentration,2021-02-25,2021-02-26,2021-02-25,1,Communication Services
NBIM,nbim_industry_concentration,top_sector_concentration,2021-02-25,2021-02-26,2021-02-25,1,Consumer Discretionary
NBIM,nbim_industry_concentration,top_sector_concentration,2021-02-25,2021-02-26,2021-02-25,1,Consumer Staples
NBIM,nbim_industry_concentration,top_sector_concentration,2021-02-25,2021-02-26,2021-02-25,1,Energy
NBIM,nbim_industry_concentration,top_sector_concentration,2021-02-25,2021-02-26,2021-02-25,1,Financials
NBIM,nbim_industry_concentration,top_sector_concentration,2021-02-25,2021-02-26,2021-02-25,1,Health Care
NBIM,nbim_industry_concentration,top_sector_concentration,2021-02-25,2021-02-26,2021-02-25,1,Industrials
NBIM,nbim_industry_concentration,top_sector_concentration,2021-02-25,2021-02-26,2021-02-25,1,Materials
NBIM,nbim_industry_concentration,top_sector_concentration,2021-02-25,2021-02-26,2021-02-25,1,Real Estate
NBIM,nbim_industry_concentration,top_sector_concentration,2021-02-25,2021-02-26,2021-02-25,1,Technology
NBIM,nbim_industry_concentration,top_sector_concentration,2021-02-25,2021-02-26,2021-02-25,1,Utilities
NBIM,nbim_industry_weight_change,sector_weight_change,2021-02-25,2021-02-26,2021-02-25,1,Communication Services
NBIM,nbim_industry_weight_change,sector_weight_change,2021-02-25,2021-02-26,2021-02-25,1,Consumer Discretionary
NBIM,nbim_industry_weight_change,sector_weight_change,2021-02-25,2021-02-26,2021-02-25,1,Consumer Staples
NBIM,nbim_industry_weight_change,sector_weight_change,2021-02-25,2021-02-26,2021-02-25,1,Energy
NBIM,nbim_industry_weight_change,sector_weight_change,2021-02-25,2021-02-26,2021-02-25,1,Financials
NBIM,nbim_industry_weight_change,sector_weight_change,2021-02-25,2021-02-26,2021-02-25,1,Health Care
NBIM,nbim_industry_weight_change,sector_weight_change,2021-02-25,2021-02-26,2021-02-25,1,Industrials
NBIM,nbim_industry_weight_change,sector_weight_change,2021-02-25,2021-02-26,2021-02-25,1,Materials
NBIM,nbim_industry_weight_change,sector_weight_change,2021-02-25,2021-02-26,2021-02-25,1,Real Estate
NBIM,nbim_industry_weight_change,sector_weight_change,2021-02-25,2021-02-26,2021-02-25,1,Technology
NBIM,nbim_industry_weight_change,sector_weight_change,2021-02-25,2021-02-26,2021-02-25,1,Utilities
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-05-18,2021-05-18,PIF:2021-05-17|NBIM:2021-02-25,1,Communication Services
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-05-18,2021-05-18,PIF:2021-05-17|NBIM:2021-02-25,1,Consumer Discretionary
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-05-18,2021-05-18,PIF:2021-05-17|NBIM:2021-02-25,1,Consumer Staples
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-05-18,2021-05-18,PIF:2021-05-17|NBIM:2021-02-25,1,Energy
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-05-18,2021-05-18,PIF:2021-05-17|NBIM:2021-02-25,1,Financials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-05-18,2021-05-18,PIF:2021-05-17|NBIM:2021-02-25,1,Health Care
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-05-18,2021-05-18,PIF:2021-05-17|NBIM:2021-02-25,1,Industrials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-05-18,2021-05-18,PIF:2021-05-17|NBIM:2021-02-25,1,Materials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-05-18,2021-05-18,PIF:2021-05-17|NBIM:2021-02-25,1,Real Estate
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-05-18,2021-05-18,PIF:2021-05-17|NBIM:2021-02-25,1,Technology
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-05-18,2021-05-18,PIF:2021-05-17|NBIM:2021-02-25,1,Utilities
PIF,pif_exposure,visible_sleeve_regime,2021-05-17,2021-05-18,2021-05-17,1,
PIF,pif_sector_proxy,sector_rotation_proxy,2021-05-17,2021-05-18,2021-05-17,1,Communication Services
PIF,pif_sector_proxy,sector_rotation_proxy,2021-05-17,2021-05-18,2021-05-17,1,Consumer Discretionary
PIF,pif_sector_proxy,sector_rotation_proxy,2021-05-17,2021-05-18,2021-05-17,1,Consumer Staples
PIF,pif_sector_proxy,sector_rotation_proxy,2021-05-17,2021-05-18,2021-05-17,1,Energy
PIF,pif_sector_proxy,sector_rotation_proxy,2021-05-17,2021-05-18,2021-05-17,1,Financials
PIF,pif_sector_proxy,sector_rotation_proxy,2021-05-17,2021-05-18,2021-05-17,1,Health Care
PIF,pif_sector_proxy,sector_rotation_proxy,2021-05-17,2021-05-18,2021-05-17,1,Industrials
PIF,pif_sector_proxy,sector_rotation_proxy,2021-05-17,2021-05-18,2021-05-17,1,Materials
PIF,pif_sector_proxy,sector_rotation_proxy,2021-05-17,2021-05-18,2021-05-17,1,Real Estate
PIF,pif_sector_proxy,sector_rotation_proxy,2021-05-17,2021-05-18,2021-05-17,1,Technology
PIF,pif_sector_proxy,sector_rotation_proxy,2021-05-17,2021-05-18,2021-05-17,1,Utilities
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-08-17,2021-08-17,PIF:2021-08-16|NBIM:2021-02-25,1,Communication Services
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-08-17,2021-08-17,PIF:2021-08-16|NBIM:2021-02-25,1,Consumer Discretionary
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-08-17,2021-08-17,PIF:2021-08-16|NBIM:2021-02-25,1,Consumer Staples
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-08-17,2021-08-17,PIF:2021-08-16|NBIM:2021-02-25,1,Energy
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-08-17,2021-08-17,PIF:2021-08-16|NBIM:2021-02-25,1,Financials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-08-17,2021-08-17,PIF:2021-08-16|NBIM:2021-02-25,1,Health Care
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-08-17,2021-08-17,PIF:2021-08-16|NBIM:2021-02-25,1,Industrials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-08-17,2021-08-17,PIF:2021-08-16|NBIM:2021-02-25,1,Materials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-08-17,2021-08-17,PIF:2021-08-16|NBIM:2021-02-25,1,Real Estate
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-08-17,2021-08-17,PIF:2021-08-16|NBIM:2021-02-25,1,Technology
CROSS_FUND,cross_fund_consensus,sector_confirmation,2021-08-17,2021-08-17,PIF:2021-08-16|NBIM:2021-02-25,1,Utilities
PIF,pif_exposure,visible_sleeve_regime,2021-08-16,2021-08-17,2021-08-16,1,
PIF,pif_sector_proxy,sector_rotation_proxy,2021-08-16,2021-08-17,2021-08-16,1,Communication Services
PIF,pif_sector_proxy,sector_rotation_proxy,2021-08-16,2021-08-17,2021-08-16,1,Consumer Discretionary
PIF,pif_sector_proxy,sector_rotation_proxy,2021-08-16,2021-08-17,2021-08-16,1,Consumer Staples
PIF,pif_sector_proxy,sector_rotation_proxy,2021-08-16,2021-08-17,2021-08-16,1,Energy
PIF,pif_sector_proxy,sector_rotation_proxy,2021-08-16,2021-08-17,2021-08-16,1,Financials
PIF,pif_sector_proxy,sector_rotation_proxy,2021-08-16,2021-08-17,2021-08-16,1,Health Care
PIF,pif_sector_proxy,sector_rotation_proxy,2021-08-16,2021-08-17,2021-08-16,1,Industrials
PIF,pif_sector_proxy,sector_rotation_proxy,2021-08-16,2021-08-17,2021-08-16,1,Materials
PIF,pif_sector_proxy,sector_rotation_proxy,2021-08-16,2021-08-17,2021-08-16,1,Real Estate
PIF,pif_sector_proxy,sector_rotation_proxy,2021-08-16,2021-08-17,2021-08-16,1,Technology
PIF,pif_sector_proxy,sector_rotation_proxy,2021-08-16,2021-08-17,2021-08-16,1,Utilities
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-03-04,2022-03-04,PIF:2021-08-16|NBIM:2022-03-03,1,Communication Services
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-03-04,2022-03-04,PIF:2021-08-16|NBIM:2022-03-03,1,Consumer Discretionary
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-03-04,2022-03-04,PIF:2021-08-16|NBIM:2022-03-03,1,Consumer Staples
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-03-04,2022-03-04,PIF:2021-08-16|NBIM:2022-03-03,1,Energy
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-03-04,2022-03-04,PIF:2021-08-16|NBIM:2022-03-03,1,Financials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-03-04,2022-03-04,PIF:2021-08-16|NBIM:2022-03-03,1,Health Care
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-03-04,2022-03-04,PIF:2021-08-16|NBIM:2022-03-03,1,Industrials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-03-04,2022-03-04,PIF:2021-08-16|NBIM:2022-03-03,1,Materials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-03-04,2022-03-04,PIF:2021-08-16|NBIM:2022-03-03,1,Real Estate
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-03-04,2022-03-04,PIF:2021-08-16|NBIM:2022-03-03,1,Technology
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-03-04,2022-03-04,PIF:2021-08-16|NBIM:2022-03-03,1,Utilities
NBIM,nbim_industry_concentration,top_sector_concentration,2022-03-03,2022-03-04,2022-03-03,1,Communication Services
NBIM,nbim_industry_concentration,top_sector_concentration,2022-03-03,2022-03-04,2022-03-03,1,Consumer Discretionary
NBIM,nbim_industry_concentration,top_sector_concentration,2022-03-03,2022-03-04,2022-03-03,1,Consumer Staples
NBIM,nbim_industry_concentration,top_sector_concentration,2022-03-03,2022-03-04,2022-03-03,1,Energy
NBIM,nbim_industry_concentration,top_sector_concentration,2022-03-03,2022-03-04,2022-03-03,1,Financials
NBIM,nbim_industry_concentration,top_sector_concentration,2022-03-03,2022-03-04,2022-03-03,1,Health Care
NBIM,nbim_industry_concentration,top_sector_concentration,2022-03-03,2022-03-04,2022-03-03,1,Industrials
NBIM,nbim_industry_concentration,top_sector_concentration,2022-03-03,2022-03-04,2022-03-03,1,Materials
NBIM,nbim_industry_concentration,top_sector_concentration,2022-03-03,2022-03-04,2022-03-03,1,Real Estate
NBIM,nbim_industry_concentration,top_sector_concentration,2022-03-03,2022-03-04,2022-03-03,1,Technology
NBIM,nbim_industry_concentration,top_sector_concentration,2022-03-03,2022-03-04,2022-03-03,1,Utilities
NBIM,nbim_industry_weight_change,sector_weight_change,2022-03-03,2022-03-04,2022-03-03,1,Communication Services
NBIM,nbim_industry_weight_change,sector_weight_change,2022-03-03,2022-03-04,2022-03-03,1,Consumer Discretionary
NBIM,nbim_industry_weight_change,sector_weight_change,2022-03-03,2022-03-04,2022-03-03,1,Consumer Staples
NBIM,nbim_industry_weight_change,sector_weight_change,2022-03-03,2022-03-04,2022-03-03,1,Energy
NBIM,nbim_industry_weight_change,sector_weight_change,2022-03-03,2022-03-04,2022-03-03,1,Financials
NBIM,nbim_industry_weight_change,sector_weight_change,2022-03-03,2022-03-04,2022-03-03,1,Health Care
NBIM,nbim_industry_weight_change,sector_weight_change,2022-03-03,2022-03-04,2022-03-03,1,Industrials
NBIM,nbim_industry_weight_change,sector_weight_change,2022-03-03,2022-03-04,2022-03-03,1,Materials
NBIM,nbim_industry_weight_change,sector_weight_change,2022-03-03,2022-03-04,2022-03-03,1,Real Estate
NBIM,nbim_industry_weight_change,sector_weight_change,2022-03-03,2022-03-04,2022-03-03,1,Technology
NBIM,nbim_industry_weight_change,sector_weight_change,2022-03-03,2022-03-04,2022-03-03,1,Utilities
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-10-12,2022-10-12,PIF:2022-10-11|NBIM:2022-03-03,1,Communication Services
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-10-12,2022-10-12,PIF:2022-10-11|NBIM:2022-03-03,1,Consumer Discretionary
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-10-12,2022-10-12,PIF:2022-10-11|NBIM:2022-03-03,1,Consumer Staples
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-10-12,2022-10-12,PIF:2022-10-11|NBIM:2022-03-03,1,Energy
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-10-12,2022-10-12,PIF:2022-10-11|NBIM:2022-03-03,1,Financials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-10-12,2022-10-12,PIF:2022-10-11|NBIM:2022-03-03,1,Health Care
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-10-12,2022-10-12,PIF:2022-10-11|NBIM:2022-03-03,1,Industrials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-10-12,2022-10-12,PIF:2022-10-11|NBIM:2022-03-03,1,Materials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-10-12,2022-10-12,PIF:2022-10-11|NBIM:2022-03-03,1,Real Estate
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-10-12,2022-10-12,PIF:2022-10-11|NBIM:2022-03-03,1,Technology
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-10-12,2022-10-12,PIF:2022-10-11|NBIM:2022-03-03,1,Utilities
PIF,pif_exposure,visible_sleeve_regime,2022-10-11,2022-10-12,2022-10-11,1,
PIF,pif_exposure,visible_sleeve_regime,2022-10-11,2022-10-12,2022-10-11,1,
PIF,pif_sector_proxy,sector_rotation_proxy,2022-10-11,2022-10-12,2022-10-11,1,Communication Services
PIF,pif_sector_proxy,sector_rotation_proxy,2022-10-11,2022-10-12,2022-10-11,1,Communication Services
PIF,pif_sector_proxy,sector_rotation_proxy,2022-10-11,2022-10-12,2022-10-11,1,Consumer Discretionary
PIF,pif_sector_proxy,sector_rotation_proxy,2022-10-11,2022-10-12,2022-10-11,1,Consumer Discretionary
PIF,pif_sector_proxy,sector_rotation_proxy,2022-10-11,2022-10-12,2022-10-11,1,Consumer Staples
PIF,pif_sector_proxy,sector_rotation_proxy,2022-10-11,2022-10-12,2022-10-11,1,Consumer Staples
PIF,pif_sector_proxy,sector_rotation_proxy,2022-10-11,2022-10-12,2022-10-11,1,Energy
PIF,pif_sector_proxy,sector_rotation_proxy,2022-10-11,2022-10-12,2022-10-11,1,Energy
PIF,pif_sector_proxy,sector_rotation_proxy,2022-10-11,2022-10-12,2022-10-11,1,Financials
PIF,pif_sector_proxy,sector_rotation_proxy,2022-10-11,2022-10-12,2022-10-11,1,Financials
PIF,pif_sector_proxy,sector_rotation_proxy,2022-10-11,2022-10-12,2022-10-11,1,Health Care
PIF,pif_sector_proxy,sector_rotation_proxy,2022-10-11,2022-10-12,2022-10-11,1,Health Care
PIF,pif_sector_proxy,sector_rotation_proxy,2022-10-11,2022-10-12,2022-10-11,1,Industrials
PIF,pif_sector_proxy,sector_rotation_proxy,2022-10-11,2022-10-12,2022-10-11,1,Industrials
PIF,pif_sector_proxy,sector_rotation_proxy,2022-10-11,2022-10-12,2022-10-11,1,Materials
PIF,pif_sector_proxy,sector_rotation_proxy,2022-10-11,2022-10-12,2022-10-11,1,Materials
PIF,pif_sector_proxy,sector_rotation_proxy,2022-10-11,2022-10-12,2022-10-11,1,Real Estate
PIF,pif_sector_proxy,sector_rotation_proxy,2022-10-11,2022-10-12,2022-10-11,1,Real Estate
PIF,pif_sector_proxy,sector_rotation_proxy,2022-10-11,2022-10-12,2022-10-11,1,Technology
PIF,pif_sector_proxy,sector_rotation_proxy,2022-10-11,2022-10-12,2022-10-11,1,Technology
PIF,pif_sector_proxy,sector_rotation_proxy,2022-10-11,2022-10-12,2022-10-11,1,Utilities
PIF,pif_sector_proxy,sector_rotation_proxy,2022-10-11,2022-10-12,2022-10-11,1,Utilities
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-11-15,2022-11-15,PIF:2022-11-14|NBIM:2022-03-03,1,Communication Services
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-11-15,2022-11-15,PIF:2022-11-14|NBIM:2022-03-03,1,Consumer Discretionary
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-11-15,2022-11-15,PIF:2022-11-14|NBIM:2022-03-03,1,Consumer Staples
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-11-15,2022-11-15,PIF:2022-11-14|NBIM:2022-03-03,1,Energy
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-11-15,2022-11-15,PIF:2022-11-14|NBIM:2022-03-03,1,Financials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-11-15,2022-11-15,PIF:2022-11-14|NBIM:2022-03-03,1,Health Care
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-11-15,2022-11-15,PIF:2022-11-14|NBIM:2022-03-03,1,Industrials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-11-15,2022-11-15,PIF:2022-11-14|NBIM:2022-03-03,1,Materials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-11-15,2022-11-15,PIF:2022-11-14|NBIM:2022-03-03,1,Real Estate
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-11-15,2022-11-15,PIF:2022-11-14|NBIM:2022-03-03,1,Technology
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-11-15,2022-11-15,PIF:2022-11-14|NBIM:2022-03-03,1,Utilities
PIF,pif_exposure,visible_sleeve_regime,2022-11-14,2022-11-15,2022-11-14,1,
PIF,pif_sector_proxy,sector_rotation_proxy,2022-11-14,2022-11-15,2022-11-14,1,Communication Services
PIF,pif_sector_proxy,sector_rotation_proxy,2022-11-14,2022-11-15,2022-11-14,1,Consumer Discretionary
PIF,pif_sector_proxy,sector_rotation_proxy,2022-11-14,2022-11-15,2022-11-14,1,Consumer Staples
PIF,pif_sector_proxy,sector_rotation_proxy,2022-11-14,2022-11-15,2022-11-14,1,Energy
PIF,pif_sector_proxy,sector_rotation_proxy,2022-11-14,2022-11-15,2022-11-14,1,Financials
PIF,pif_sector_proxy,sector_rotation_proxy,2022-11-14,2022-11-15,2022-11-14,1,Health Care
PIF,pif_sector_proxy,sector_rotation_proxy,2022-11-14,2022-11-15,2022-11-14,1,Industrials
PIF,pif_sector_proxy,sector_rotation_proxy,2022-11-14,2022-11-15,2022-11-14,1,Materials
PIF,pif_sector_proxy,sector_rotation_proxy,2022-11-14,2022-11-15,2022-11-14,1,Real Estate
PIF,pif_sector_proxy,sector_rotation_proxy,2022-11-14,2022-11-15,2022-11-14,1,Technology
PIF,pif_sector_proxy,sector_rotation_proxy,2022-11-14,2022-11-15,2022-11-14,1,Utilities
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-12-23,2022-12-23,PIF:2022-12-22|NBIM:2022-03-03,1,Communication Services
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-12-23,2022-12-23,PIF:2022-12-22|NBIM:2022-03-03,1,Consumer Discretionary
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-12-23,2022-12-23,PIF:2022-12-22|NBIM:2022-03-03,1,Consumer Staples
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-12-23,2022-12-23,PIF:2022-12-22|NBIM:2022-03-03,1,Energy
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-12-23,2022-12-23,PIF:2022-12-22|NBIM:2022-03-03,1,Financials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-12-23,2022-12-23,PIF:2022-12-22|NBIM:2022-03-03,1,Health Care
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-12-23,2022-12-23,PIF:2022-12-22|NBIM:2022-03-03,1,Industrials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-12-23,2022-12-23,PIF:2022-12-22|NBIM:2022-03-03,1,Materials
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-12-23,2022-12-23,PIF:2022-12-22|NBIM:2022-03-03,1,Real Estate
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-12-23,2022-12-23,PIF:2022-12-22|NBIM:2022-03-03,1,Technology
CROSS_FUND,cross_fund_consensus,sector_confirmation,2022-12-23,2022-12-23,PIF:2022-12-22|NBIM:2022-03-03,1,Utilities
PIF,pif_exposure,visible_sleeve_regime,2022-12-22,2022-12-23,2022-12-22,1,
PIF,pif_exposure,visible_sleeve_regime,2022-12-22,2022-12-23,2022-12-22,1,
PIF,pif_sector_proxy,sector_rotation_proxy,2022-12-22,2022-12-23,2022-12-22,1,Communication Services
PIF,pif_sector_proxy,sector_rotation_proxy,2022-12-22,2022-12-23,2022-12-22,1,Communication Services
PIF,pif_sector_proxy,sector_rotation_proxy,2022-12-22,2022-12-23,2022-12-22,1,Consumer Discretionary
