strategy_key,strategy_name,max_abs_weight_plus_cash_error,min_cash_weight,max_gross_exposure,avg_position_count
s1,S1 Exposure Regime Overlay,0.000000000002,0.000000000000,1.000000000000,2.510416666667
s2,S2 Cross-Fund Consensus Sector Tilt,0.000000000001,0.000000000000,1.000000000000,1.384320175439
s3,S3 PIF Cash-Aware Base Plus NBIM Overlay,0.000000000004,0.000000000000,1.000000000000,8.016447368421
s4,S4 N4 Sleeve With PIF Risk Filter,0.000000000002,0.000000000000,1.000000000000,4.626644736842
s5,S5 N6 Sleeve With PIF Risk Filter,0.000000000001,0.000000000000,1.000000000000,3.000000000000
