date,instrument_key,issuer_name,symbol,sector,shares_end,close_price,market_value_end,weight_end,rebalance_id
2019-02-21,sector::XLP,XLP,XLP,Consumer Staples,0.005722664055,45.20220000,0.258677005144,0.258677005144,S1_T5-R001
2019-02-21,sector::XLF,XLF,XLF,Financials,0.020232118291,23.11030000,0.467570323346,0.467570323346,S1_T5-R001
2019-02-21,sector::XLI,XLI,XLI,Industrials,0.004073844145,67.19763000,0.273752671509,0.273752671509,S1_T5-R001
2019-02-22,sector::XLP,XLP,XLP,Consumer Staples,0.005722664055,44.98731000,0.257447261866,0.257480092707,
2019-02-22,sector::XLF,XLF,XLF,Financials,0.020232118291,23.07542000,0.466864627060,0.466924163753,
2019-02-22,sector::XLI,XLI,XLI,Industrials,0.004073844145,67.64142000,0.275560602802,0.275595743539,
2019-02-25,sector::XLP,XLP,XLP,Consumer Staples,0.005722664055,44.73935000,0.256028270086,0.255650135533,
2019-02-25,sector::XLF,XLF,XLF,Financials,0.020232118291,23.17135000,0.468805494168,0.468113103612,
2019-02-25,sector::XLI,XLI,XLI,Industrials,0.004073844145,67.90769000,0.276645345283,0.276236760855,
2019-02-26,sector::XLP,XLP,XLP,Consumer Staples,0.005722664055,44.76415000,0.256170192155,0.256311134341,
2019-02-26,sector::XLF,XLF,XLF,Financials,0.020232118291,23.10158000,0.467393899275,0.467651054556,
2019-02-26,sector::XLI,XLI,XLI,Industrials,0.004073844145,67.72130000,0.275886021473,0.276037811103,
2019-02-27,sector::XLP,XLP,XLP,Consumer Staples,0.005722664055,44.69803000,0.255791809608,0.255301397102,
2019-02-27,sector::XLF,XLF,XLF,Financials,0.020232118291,23.18879000,0.469158342311,0.468258856442,
2019-02-27,sector::XLI,XLI,XLI,Industrials,0.004073844145,67.98757000,0.276970763953,0.276439746457,
2019-02-28,sector::XLP,XLP,XLP,Consumer Staples,0.005722664055,44.91292000,0.257021552886,0.256771054842,
2019-02-28,sector::XLF,XLF,XLF,Financials,0.020232118291,23.12775000,0.467923373810,0.467467326880,
2019-02-28,sector::XLI,XLI,XLI,Industrials,0.004073844145,67.75680000,0.276030642940,0.275761618278,
2019-03-01,sector::XLP,XLP,XLP,Consumer Staples,0.005722664055,44.83027000,0.256548574702,0.255588810368,
2019-03-01,sector::XLF,XLF,XLF,Financials,0.020232118291,23.27600000,0.470922785347,0.469161033624,
2019-03-01,sector::XLI,XLI,XLI,Industrials,0.004073844145,67.81893000,0.276283750877,0.275250156008,
2019-03-04,sector::XLP,XLP,XLP,Consumer Staples,0.005722664055,44.75588000,0.256122865723,0.256353423208,
2019-03-04,sector::XLF,XLF,XLF,Financials,0.020232118291,23.12775000,0.467923373810,0.468344590542,
2019-03-04,sector::XLI,XLI,XLI,Industrials,0.004073844145,67.51716000,0.275054386929,0.275301986250,
2019-03-05,sector::XLP,XLP,XLP,Consumer Staples,0.005722664055,44.72282000,0.255933674450,0.257122820170,
2019-03-05,sector::XLF,XLF,XLF,Financials,0.020232118291,23.04053700,0.466158870078,0.468324786019,
2019-03-05,sector::XLI,XLI,XLI,Industrials,0.004073844145,67.08225200,0.273282639520,0.274552393811,
2019-03-06,sector::XLY,XLY,XLY,Consumer Discretionary,0.006303262737,48.55628000,0.306062990383,0.309332628276,S1_T5-R002
2019-03-06,sector::XLV,XLV,XLV,Health Care,0.004075782762,79.82178000,0.325336234919,0.328811766802,S1_T5-R002
2019-03-06,sector::XLK,XLK,XLK,Technology,0.011551471106,30.99439000,0.358030800524,0.361855604922,S1_T5-R002
2019-03-07,sector::XLY,XLY,XLY,Consumer Discretionary,0.006303262737,47.96750000,0.302351755349,0.308598503582,
2019-03-07,sector::XLV,XLV,XLV,Health Care,0.004075782762,79.19416000,0.322778192142,0.329446961434,
2019-03-07,sector::XLK,XLK,XLK,Technology,0.011551471106,30.69979000,0.354627737136,0.361954534984,
2019-03-08,sector::XLY,XLY,XLY,Consumer Discretionary,0.006303262737,47.63357000,0.300246906823,0.307341114920,
2019-03-08,sector::XLV,XLV,XLV,Health Care,0.004075782762,79.02620900,0.322093660352,0.329704061662,
2019-03-08,sector::XLK,XLK,XLK,Technology,0.011551471106,30.69539000,0.354576910663,0.362954823418,
2019-03-11,sector::XLY,XLY,XLY,Consumer Discretionary,0.006303262737,48.28825000,0.304373526872,0.306723716528,
2019-03-11,sector::XLV,XLV,XLV,Health Care,0.004075782762,79.92785000,0.325768553196,0.328283942403,
2019-03-11,sector::XLK,XLK,XLK,Technology,0.011551471106,31.35494000,0.362195683431,0.364992341069,
2019-03-12,sector::XLY,XLY,XLY,Consumer Discretionary,0.006303262737,48.42446000,0.305232094289,0.305933431452,
2019-03-12,sector::XLV,XLV,XLV,Health Care,0.004075782762,80.51127000,0.328146446375,0.328900434248,
2019-03-12,sector::XLK,XLK,XLK,Technology,0.011551471106,31.53962000,0.364329009115,0.365166134300,
2019-03-13,sector::XLY,XLY,XLY,Consumer Discretionary,0.006303262737,48.59582000,0.306312221392,0.304877614679,
