rebalance_id,execution_date,side,instrument_key,issuer_name,symbol,shares,execution_price,execution_value,sector,rationale_text
S1_T5-R001,2019-02-21,BUY,sector::XLP,XLP,XLP,0.005722664055,45.20220000,0.258677005144,Consumer Staples,"exposure_state=initial; selected=Consumer Staples,Financials,Industrials"
S1_T5-R001,2019-02-21,BUY,sector::XLF,XLF,XLF,0.020232118291,23.11030000,0.467570323346,Financials,"exposure_state=initial; selected=Consumer Staples,Financials,Industrials"
S1_T5-R001,2019-02-21,BUY,sector::XLI,XLI,XLI,0.004073844145,67.19763000,0.273752671509,Industrials,"exposure_state=initial; selected=Consumer Staples,Financials,Industrials"
S1_T5-R002,2019-03-06,SELL,sector::XLP,XLP,XLP,0.005722664055,44.65670000,0.255555291902,Consumer Staples,"exposure_state=initial; selected=Consumer Discretionary,Health Care,Technology"
S1_T5-R002,2019-03-06,SELL,sector::XLF,XLF,XLF,0.020232118291,22.89228000,0.463159316916,Financials,"exposure_state=initial; selected=Consumer Discretionary,Health Care,Technology"
S1_T5-R002,2019-03-06,SELL,sector::XLI,XLI,XLI,0.004073844145,66.45208000,0.270715417007,Industrials,"exposure_state=initial; selected=Consumer Discretionary,Health Care,Technology"
S1_T5-R002,2019-03-06,BUY,sector::XLY,XLY,XLY,0.006303262737,48.55628000,0.306062990383,Consumer Discretionary,"exposure_state=initial; selected=Consumer Discretionary,Health Care,Technology"
S1_T5-R002,2019-03-06,BUY,sector::XLV,XLV,XLV,0.004075782762,79.82178000,0.325336234919,Health Care,"exposure_state=initial; selected=Consumer Discretionary,Health Care,Technology"
S1_T5-R002,2019-03-06,BUY,sector::XLK,XLK,XLK,0.011551471106,30.99439000,0.358030800524,Technology,"exposure_state=initial; selected=Consumer Discretionary,Health Care,Technology"
S1_T5-R003,2019-05-20,SELL,sector::XLY,XLY,XLY,0.001658842587,50.91293000,0.084456536513,Consumer Discretionary,"exposure_state=stable; selected=Consumer Discretionary,Health Care,Technology"
S1_T5-R003,2019-05-20,SELL,sector::XLV,XLV,XLV,0.000871081631,78.43207000,0.068320735424,Health Care,"exposure_state=stable; selected=Consumer Discretionary,Health Care,Technology"
S1_T5-R003,2019-05-20,SELL,sector::XLK,XLK,XLK,0.003112713771,32.77862000,0.102030461859,Technology,"exposure_state=stable; selected=Consumer Discretionary,Health Care,Technology"
S1_T5-R004,2019-08-13,BUY,sector::XLY,XLY,XLY,0.001570395791,52.77710000,0.082880935681,Consumer Discretionary,"exposure_state=expanding; selected=Consumer Discretionary,Health Care,Technology"
S1_T5-R004,2019-08-13,BUY,sector::XLV,XLV,XLV,0.001062951784,81.69704000,0.086840014400,Health Care,"exposure_state=expanding; selected=Consumer Discretionary,Health Care,Technology"
S1_T5-R004,2019-08-13,BUY,sector::XLK,XLK,XLK,0.002404597641,35.38504000,0.085086783715,Technology,"exposure_state=expanding; selected=Consumer Discretionary,Health Care,Technology"
S1_T5-R005,2019-10-28,SELL,sector::XLY,XLY,XLY,0.001520124190,54.44909000,0.082769378824,Consumer Discretionary,"exposure_state=stable; selected=Consumer Discretionary,Health Care,Technology"
S1_T5-R005,2019-10-28,SELL,sector::XLV,XLV,XLV,0.001002413367,83.21551000,0.083416339538,Health Care,"exposure_state=stable; selected=Consumer Discretionary,Health Care,Technology"
S1_T5-R005,2019-10-28,SELL,sector::XLK,XLK,XLK,0.002901942079,37.65386000,0.109269320765,Technology,"exposure_state=stable; selected=Consumer Discretionary,Health Care,Technology"
S1_T5-R006,2020-02-11,BUY,sector::XLY,XLY,XLY,0.000105300123,59.02199000,0.006215022798,Consumer Discretionary,"exposure_state=stable; selected=Consumer Discretionary,Health Care,Technology"
S1_T5-R006,2020-02-11,SELL,sector::XLV,XLV,XLV,0.000069234043,94.22550000,0.006523612280,Health Care,"exposure_state=stable; selected=Consumer Discretionary,Health Care,Technology"
S1_T5-R006,2020-02-11,SELL,sector::XLK,XLK,XLK,0.000649574912,45.44927000,0.029522705567,Technology,"exposure_state=stable; selected=Consumer Discretionary,Health Care,Technology"
S1_T5-R007,2020-03-03,SELL,sector::XLY,XLY,XLY,0.004799991874,52.76236000,0.253258899247,Consumer Discretionary,exposure_state=stable; selected=Technology
S1_T5-R007,2020-03-03,SELL,sector::XLV,XLV,XLV,0.003196005506,85.48200000,0.273200942624,Health Care,exposure_state=stable; selected=Technology
S1_T5-R007,2020-03-03,BUY,sector::XLK,XLK,XLK,0.013546197168,40.58841000,0.549818604586,Technology,exposure_state=stable; selected=Technology
S1_T5-R008,2020-05-22,BUY,sector::XLK,XLK,XLK,0.006407126590,44.00218530,0.281927571460,Technology,exposure_state=expanding; selected=Technology
S1_T5-R009,2020-08-21,SELL,sector::XLK,XLK,XLK,0.013622580872,54.07913300,0.736697362754,Technology,exposure_state=contracting; selected=Technology
S1_T5-R010,2020-11-23,SELL,sector::XLK,XLK,XLK,0.000150771418,55.30330000,0.008338156979,Technology,exposure_state=contracting; selected=Technology
S1_T5-R011,2021-03-04,BUY,sector::XLY,XLY,XLY,0.004073917769,71.90410000,0.292931390637,Consumer Discretionary,"exposure_state=contracting; selected=Consumer Discretionary,Technology"
S1_T5-R011,2021-03-04,SELL,sector::XLK,XLK,XLK,0.005376806796,58.55823000,0.314856289009,Technology,"exposure_state=contracting; selected=Consumer Discretionary,Technology"
S1_T5-R012,2021-05-24,BUY,sector::XLY,XLY,XLY,0.003726955734,78.79324000,0.293658917597,Consumer Discretionary,"exposure_state=expanding; selected=Consumer Discretionary,Technology"
S1_T5-R012,2021-05-24,BUY,sector::XLK,XLK,XLK,0.007348944584,64.40401000,0.473301500507,Technology,"exposure_state=expanding; selected=Consumer Discretionary,Technology"
S1_T5-R013,2021-08-23,SELL,sector::XLY,XLY,XLY,0.001669885593,83.52569000,0.139478346410,Consumer Discretionary,"exposure_state=stable; selected=Consumer Discretionary,Technology"
S1_T5-R013,2021-08-23,SELL,sector::XLK,XLK,XLK,0.004179276739,73.56497000,0.307448367949,Technology,"exposure_state=stable; selected=Consumer Discretionary,Technology"
