date,strategy_key,strategy_name,nav_start,nav_end,period_return,cash_end,gross_exposure_end,holding_count,drawdown
2018-02-28,n3,N3 Industry Weight Mirror,1.000000000000,1.000000000000,0.000000000000,0.054272108544,0.945727891456,8,0.000000000000
2018-03-29,n3,N3 Industry Weight Mirror,1.000000000000,0.973898429941,-0.026101570059,0.054272108544,0.944273338086,8,-0.026101570059
2018-04-30,n3,N3 Industry Weight Mirror,0.973898429941,0.972343157567,-0.001596955418,0.054272108544,0.944184202746,8,-0.027656842433
2018-05-31,n3,N3 Industry Weight Mirror,0.972343157567,0.984680778565,0.012688546119,0.054272108544,0.944883550359,8,-0.015319221435
2018-06-29,n3,N3 Industry Weight Mirror,0.984680778565,0.987224207126,0.002582998081,0.054272108544,0.945025549260,8,-0.012775792874
2018-07-31,n3,N3 Industry Weight Mirror,0.987224207126,1.027280745514,0.040574915099,0.054272108544,0.947169156259,8,0.000000000000
2018-08-31,n3,N3 Industry Weight Mirror,1.027280745514,1.046372768181,0.018585009747,0.054272108544,0.948133103045,8,0.000000000000
2018-09-28,n3,N3 Industry Weight Mirror,1.046372768181,1.049785623378,0.003261605520,0.054272108544,0.948301722432,8,0.000000000000
2018-10-31,n3,N3 Industry Weight Mirror,1.049785623378,0.983643734094,-0.063005139156,0.054272108544,0.944825441709,8,-0.063005139156
2018-11-30,n3,N3 Industry Weight Mirror,0.983643734094,1.007605246734,0.024359950468,0.054272108544,0.946137528839,8,-0.040179990757
2018-12-31,n3,N3 Industry Weight Mirror,1.007605246734,0.915478813893,-0.091431076942,0.054272108544,0.940717242474,8,-0.127937367872
2019-01-31,n3,N3 Industry Weight Mirror,0.915478813893,0.984448165938,0.075336917685,0.054272108544,0.944870527040,8,-0.062238857139
2019-02-28,n3,N3 Industry Weight Mirror,0.984448165938,1.013708599348,0.029722675528,0.058963374390,0.941834000000,8,-0.034366086967
2019-03-29,n3,N3 Industry Weight Mirror,1.013708599348,1.023176934781,0.009340293097,0.058963374390,0.942372259982,8,-0.025346783195
2019-04-30,n3,N3 Industry Weight Mirror,1.023176934781,1.066253105738,0.042100412444,0.058963374390,0.944700396114,8,0.000000000000
2019-05-31,n3,N3 Industry Weight Mirror,1.066253105738,0.998004939825,-0.064007472096,0.058963374390,0.940918754971,8,-0.064007472096
2019-06-28,n3,N3 Industry Weight Mirror,0.998004939825,1.068322367133,0.070457995249,0.058963374390,0.944807507356,8,0.000000000000
2019-07-31,n3,N3 Industry Weight Mirror,1.068322367133,1.081506697401,0.012341153452,0.058963374390,0.945480342811,8,0.000000000000
2019-08-30,n3,N3 Industry Weight Mirror,1.081506697401,1.058241399859,-0.021511931085,0.058963374390,0.944281735342,8,-0.021511931085
2019-09-30,n3,N3 Industry Weight Mirror,1.058241399859,1.083231752059,0.023614982559,0.058963374390,0.945567165773,8,0.000000000000
2019-10-31,n3,N3 Industry Weight Mirror,1.083231752059,1.101232261015,0.016617412591,0.058963374390,0.946456913335,8,0.000000000000
2019-11-29,n3,N3 Industry Weight Mirror,1.101232261015,1.141061382485,0.036167775755,0.058963374390,0.948325852321,8,0.000000000000
2019-12-31,n3,N3 Industry Weight Mirror,1.141061382485,1.171038407067,0.026271176154,0.058963374390,0.949648641724,8,0.000000000000
2020-01-31,n3,N3 Industry Weight Mirror,1.171038407067,1.156402292505,-0.012498406946,0.058963374390,0.949011365014,8,-0.012498406947
2020-02-28,n3,N3 Industry Weight Mirror,1.156402292505,1.056101022965,-0.086735619767,0.058713995086,0.944404944405,8,-0.098149969641
2020-03-31,n3,N3 Industry Weight Mirror,1.056101022965,0.911574593254,-0.136849057588,0.058713995086,0.935590575340,8,-0.221567296382
2020-04-30,n3,N3 Industry Weight Mirror,0.911574593254,1.016976729783,0.115626452634,0.058713995086,0.942266137104,8,-0.131559884248
2020-05-29,n3,N3 Industry Weight Mirror,1.016976729783,1.058868332260,0.041192292065,0.058713995086,0.944550239820,8,-0.095786845359
2020-06-30,n3,N3 Industry Weight Mirror,1.058868332260,1.072966307453,0.013314190975,0.058713995086,0.945278808218,8,-0.083747978736
