event_family,event_label,event_date,analysis_start_date,target_end_date,actual_end_date,window_months,window_label,actual_horizon_days,sector,proxy_symbol,benchmark_symbol,signal_strength,signal_context,source,proxy_start_close,proxy_end_close,proxy_forward_return,benchmark_start_close,benchmark_end_close,benchmark_forward_return,excess_forward_return
nbim_overweight_tech,NBIM Overweight Tech,2020-02-26,2020-02-26,2020-08-26,2020-08-26,6,6m,182,Technology,XLK,VT,0.01949900,sector_weight_change,swf_combined_signal_panel,41.83860000,55.93618000,0.336951523235,68.09802700,74.47838000,0.093693654296,0.243257868938
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2020-02-26,2020-02-26,2020-03-26,2020-03-26,1,1m,29,Technology,XLK,VT,0.01949900,sector_weight_change,swf_combined_signal_panel,41.83860000,37.53570000,-0.102845219486,68.09802700,56.69075000,-0.167512591811,0.064667372325
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2020-02-26,2020-02-26,2020-05-26,2020-05-26,3,3m,90,Technology,XLK,VT,0.01949900,sector_weight_change,swf_combined_signal_panel,41.83860000,43.95658000,0.050622630776,68.09802700,63.65510000,-0.065243109026,0.115865739802
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2020-02-26,2020-02-26,2020-08-26,2020-08-26,6,6m,182,Technology,XLK,VT,0.01949900,sector_weight_change,swf_combined_signal_panel,41.83860000,55.93618000,0.336951523235,68.09802700,74.47838000,0.093693654296,0.243257868938
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2020-05-18,2020-05-18,2020-06-18,2020-06-18,1,1m,31,Financials,XLF,VT,0.41240247,consensus:no->yes,swf_signal_states,19.86012000,21.66396000,0.090827245757,62.62597000,67.07961300,0.071114954387,0.019712291370
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2020-05-18,2020-05-18,2020-08-18,2020-08-18,3,3m,92,Financials,XLF,VT,0.41240247,consensus:no->yes,swf_signal_states,19.86012000,22.21634000,0.118640773570,62.62597000,73.15907000,0.168190608465,-0.049549834894
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2020-05-18,2020-05-18,2020-11-18,2020-11-18,6,6m,184,Financials,XLF,VT,0.41240247,consensus:no->yes,swf_signal_states,19.86012000,24.81710000,0.249594665088,62.62597000,78.20721000,0.248798381885,0.000796283202
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2020-05-18,2020-05-18,2020-06-18,2020-06-18,1,1m,31,Industrials,XLI,VT,0.28548377,consensus:no->yes,swf_signal_states,57.84544000,63.96949000,0.105869192109,62.62597000,67.07961300,0.071114954387,0.034754237722
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2020-05-18,2020-05-18,2020-08-18,2020-08-18,3,3m,92,Industrials,XLI,VT,0.28548377,consensus:no->yes,swf_signal_states,57.84544000,70.35788000,0.216308148058,62.62597000,73.15907000,0.168190608465,0.048117539593
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2020-05-18,2020-05-18,2020-11-18,2020-11-18,6,6m,184,Industrials,XLI,VT,0.28548377,consensus:no->yes,swf_signal_states,57.84544000,80.27493000,0.387748628068,62.62597000,78.20721000,0.248798381885,0.138950246183
pif_expanding,PIF Expanding,2020-05-18,2020-05-18,2020-06-18,2020-06-18,1,1m,31,,SPY,CASH,2.20000000,state_change:stable->expanding,swf_signal_states,271.25558000,286.68496000,0.056881336782,1.00000000,1.00000000,0.000000000000,0.056881336782
pif_expanding,PIF Expanding,2020-05-18,2020-05-18,2020-08-18,2020-08-18,3,3m,92,,SPY,CASH,2.20000000,state_change:stable->expanding,swf_signal_states,271.25558000,312.74753000,0.152962567627,1.00000000,1.00000000,0.000000000000,0.152962567627
pif_expanding,PIF Expanding,2020-05-18,2020-05-18,2020-11-18,2020-11-18,6,6m,184,,SPY,CASH,2.20000000,state_change:stable->expanding,swf_signal_states,271.25558000,330.35086000,0.217858301754,1.00000000,1.00000000,0.000000000000,0.217858301754
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2020-08-17,2020-08-17,2020-09-17,2020-09-17,1,1m,31,Financials,XLF,VT,0.40854484,consensus:yes->no,swf_signal_states,22.36083000,22.33374000,-0.001211493491,73.09667400,72.98079000,-0.001585352570,0.000373859079
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2020-08-17,2020-08-17,2020-11-17,2020-11-17,3,3m,92,Financials,XLF,VT,0.40854484,consensus:yes->no,swf_signal_states,22.36083000,25.05319100,0.120405235405,73.09667400,78.88804000,0.079228857937,0.041176377468
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2020-08-17,2020-08-17,2021-02-17,2021-02-17,6,6m,184,Financials,XLF,VT,0.40854484,consensus:yes->no,swf_signal_states,22.36083000,29.41357000,0.315406002371,73.09667400,88.66986000,0.213049173756,0.102356828615
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2020-08-17,2020-08-17,2020-09-17,2020-09-17,1,1m,31,Industrials,XLI,VT,0.27641182,consensus:yes->no,swf_signal_states,70.74290000,73.03468300,0.032395943621,73.09667400,72.98079000,-0.001585352570,0.033981296191
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2020-08-17,2020-08-17,2020-11-17,2020-11-17,3,3m,92,Industrials,XLI,VT,0.27641182,consensus:yes->no,swf_signal_states,70.74290000,80.63383000,0.139815161663,73.09667400,78.88804000,0.079228857937,0.060586303726
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2020-08-17,2020-08-17,2021-02-17,2021-02-17,6,6m,184,Industrials,XLI,VT,0.27641182,consensus:yes->no,swf_signal_states,70.74290000,83.12821000,0.175074954518,73.09667400,88.66986000,0.213049173756,-0.037974219237
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2020-08-17,2020-08-17,2020-09-17,2020-09-17,1,1m,31,Technology,XLK,VT,0.33731048,consensus:yes->no,swf_signal_states,52.56598000,52.14413000,-0.008025152389,73.09667400,72.98079000,-0.001585352570,-0.006439799819
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2020-08-17,2020-08-17,2020-11-17,2020-11-17,3,3m,92,Technology,XLK,VT,0.33731048,consensus:yes->no,swf_signal_states,52.56598000,56.04479100,0.066179894297,73.09667400,78.88804000,0.079228857937,-0.013048963640
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2020-08-17,2020-08-17,2021-02-17,2021-02-17,6,6m,184,Technology,XLK,VT,0.33731048,consensus:yes->no,swf_signal_states,52.56598000,63.35172000,0.205184798229,73.09667400,88.66986000,0.213049173756,-0.007864375527
pif_contracting,PIF Contracting,2020-08-17,2020-08-17,2020-09-17,2020-09-17,1,1m,31,,SPY,CASH,1.10000000,state_change:expanding->contracting,swf_signal_states,312.07333500,310.16160000,-0.006125915884,1.00000000,1.00000000,0.000000000000,-0.006125915884
pif_contracting,PIF Contracting,2020-08-17,2020-08-17,2020-11-17,2020-11-17,3,3m,92,,SPY,CASH,1.10000000,state_change:expanding->contracting,swf_signal_states,312.07333500,334.37500000,0.071462898296,1.00000000,1.00000000,0.000000000000,0.071462898296
pif_contracting,PIF Contracting,2020-08-17,2020-08-17,2021-02-17,2021-02-17,6,6m,184,,SPY,CASH,1.10000000,state_change:expanding->contracting,swf_signal_states,312.07333500,365.37720000,0.170805573632,1.00000000,1.00000000,0.000000000000,0.170805573632
nbim_overweight_tech,NBIM Overweight Tech,2021-02-26,2021-02-26,2021-03-26,2021-03-26,1,1m,28,Technology,XLK,VT,0.03941300,sector_weight_change,swf_combined_signal_panel,60.46915000,61.64403000,0.019429411526,85.47057000,88.08745500,0.030617380930,-0.011187969404
nbim_overweight_tech,NBIM Overweight Tech,2021-02-26,2021-02-26,2021-05-26,2021-05-26,3,3m,89,Technology,XLK,VT,0.03941300,sector_weight_change,swf_combined_signal_panel,60.46915000,64.41795000,0.065302720478,85.47057000,92.58716000,0.083263630978,-0.017960910500
nbim_overweight_tech,NBIM Overweight Tech,2021-02-26,2021-02-26,2021-08-26,2021-08-26,6,6m,181,Technology,XLK,VT,0.03941300,sector_weight_change,swf_combined_signal_panel,60.46915000,72.97739000,0.206853246656,85.47057000,95.51613000,0.117532385709,0.089320860947
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2021-02-26,2021-02-26,2021-03-26,2021-03-26,1,1m,28,Consumer Discretionary,XLY,VT,0.00745300,sector_weight_change,swf_combined_signal_panel,74.35889000,76.86761000,0.033737996896,85.47057000,88.08745500,0.030617380930,0.003120615966
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2021-02-26,2021-02-26,2021-05-26,2021-05-26,3,3m,89,Consumer Discretionary,XLY,VT,0.00745300,sector_weight_change,swf_combined_signal_panel,74.35889000,79.79771000,0.073142834703,85.47057000,92.58716000,0.083263630978,-0.010120796275
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2021-02-26,2021-02-26,2021-08-26,2021-08-26,6,6m,181,Consumer Discretionary,XLY,VT,0.00745300,sector_weight_change,swf_combined_signal_panel,74.35889000,83.66032000,0.125088338462,85.47057000,95.51613000,0.117532385709,0.007555952753
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2021-02-26,2021-02-26,2021-03-26,2021-03-26,1,1m,28,Technology,XLK,VT,0.03941300,sector_weight_change,swf_combined_signal_panel,60.46915000,61.64403000,0.019429411526,85.47057000,88.08745500,0.030617380930,-0.011187969404
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2021-02-26,2021-02-26,2021-05-26,2021-05-26,3,3m,89,Technology,XLK,VT,0.03941300,sector_weight_change,swf_combined_signal_panel,60.46915000,64.41795000,0.065302720478,85.47057000,92.58716000,0.083263630978,-0.017960910500
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2021-02-26,2021-02-26,2021-08-26,2021-08-26,6,6m,181,Technology,XLK,VT,0.03941300,sector_weight_change,swf_combined_signal_panel,60.46915000,72.97739000,0.206853246656,85.47057000,95.51613000,0.117532385709,0.089320860947
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2021-05-18,2021-05-18,2021-06-18,2021-06-18,1,1m,31,Consumer Discretionary,XLY,VT,0.30391445,consensus:no->yes,swf_signal_states,78.27480000,79.69125000,0.018095862270,91.17761000,91.99984000,0.009017893757,0.009077968513
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2021-05-18,2021-05-18,2021-08-18,2021-08-18,3,3m,92,Consumer Discretionary,XLY,VT,0.30391445,consensus:no->yes,swf_signal_states,78.27480000,82.20254000,0.050178857052,91.17761000,94.39016000,0.035233979044,0.014944878009
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2021-05-18,2021-05-18,2021-11-18,2021-11-18,6,6m,184,Consumer Discretionary,XLY,VT,0.30391445,consensus:no->yes,swf_signal_states,78.27480000,98.02400200,0.252306003976,91.17761000,99.09936400,0.086882667795,0.165423336180
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2021-05-18,2021-05-18,2021-06-18,2021-06-18,1,1m,31,Financials,XLF,VT,0.13805797,consensus:no->yes,swf_signal_states,34.31161000,32.30353000,-0.058524796709,91.17761000,91.99984000,0.009017893757,-0.067542690466
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2021-05-18,2021-05-18,2021-08-18,2021-08-18,3,3m,92,Financials,XLF,VT,0.13805797,consensus:no->yes,swf_signal_states,34.31161000,34.74186000,0.012539487363,91.17761000,94.39016000,0.035233979044,-0.022694491681
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2021-05-18,2021-05-18,2021-11-18,2021-11-18,6,6m,184,Financials,XLF,VT,0.13805797,consensus:no->yes,swf_signal_states,34.31161000,36.47260000,0.062981305745,91.17761000,99.09936400,0.086882667795,-0.023901362051
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2021-05-18,2021-05-18,2021-06-18,2021-06-18,1,1m,31,Technology,XLK,VT,0.51453326,consensus:no->yes,swf_signal_states,62.21554000,66.02095900,0.061165088336,91.17761000,91.99984000,0.009017893757,0.052147194579
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2021-05-18,2021-05-18,2021-08-18,2021-08-18,3,3m,92,Technology,XLK,VT,0.51453326,consensus:no->yes,swf_signal_states,62.21554000,71.00943420,0.141345622010,91.17761000,94.39016000,0.035233979044,0.106111642966
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2021-05-18,2021-05-18,2021-11-18,2021-11-18,6,6m,184,Technology,XLK,VT,0.51453326,consensus:no->yes,swf_signal_states,62.21554000,79.58864000,0.279240524152,91.17761000,99.09936400,0.086882667795,0.192357856357
pif_expanding,PIF Expanding,2021-05-18,2021-05-18,2021-06-18,2021-06-18,1,1m,31,,SPY,CASH,1.20000000,state_change:contracting->expanding,swf_signal_states,384.83334000,388.88112000,0.010518267466,1.00000000,1.00000000,0.000000000000,0.010518267466
pif_expanding,PIF Expanding,2021-05-18,2021-05-18,2021-08-18,2021-08-18,3,3m,92,,SPY,CASH,1.20000000,state_change:contracting->expanding,swf_signal_states,384.83334000,411.61863000,0.069602311484,1.00000000,1.00000000,0.000000000000,0.069602311484
pif_expanding,PIF Expanding,2021-05-18,2021-05-18,2021-11-18,2021-11-18,6,6m,184,,SPY,CASH,1.20000000,state_change:contracting->expanding,swf_signal_states,384.83334000,441.65746000,0.147659035987,1.00000000,1.00000000,0.000000000000,0.147659035987
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2021-08-17,2021-08-17,2021-09-17,2021-09-17,1,1m,31,Consumer Discretionary,XLY,VT,0.01234863,consensus:yes->no,swf_signal_states,81.91005000,85.47560000,0.043530067434,95.02578700,95.43440000,0.004300022267,0.039230045167
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2021-08-17,2021-08-17,2021-11-17,2021-11-17,3,3m,92,Consumer Discretionary,XLY,VT,0.01234863,consensus:yes->no,swf_signal_states,81.91005000,96.92507000,0.183311083316,95.02578700,99.06290000,0.042484394262,0.140826689054
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2021-08-17,2021-08-17,2022-02-17,2022-02-17,6,6m,184,Consumer Discretionary,XLY,VT,0.01234863,consensus:yes->no,swf_signal_states,81.91005000,84.59095000,0.032729805439,95.02578700,92.74948000,-0.023954624022,0.056684429461
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2021-08-17,2021-08-17,2021-09-17,2021-09-17,1,1m,31,Financials,XLF,VT,0.03343698,consensus:yes->no,swf_signal_states,35.17452000,34.59457000,-0.016487787182,95.02578700,95.43440000,0.004300022267,-0.020787809449
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2021-08-17,2021-08-17,2021-11-17,2021-11-17,3,3m,92,Financials,XLF,VT,0.03343698,consensus:yes->no,swf_signal_states,35.17452000,36.65750000,0.042160632185,95.02578700,99.06290000,0.042484394262,-0.000323762077
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2021-08-17,2021-08-17,2022-02-17,2022-02-17,6,6m,184,Financials,XLF,VT,0.03343698,consensus:yes->no,swf_signal_states,35.17452000,36.44252000,0.036048821704,95.02578700,92.74948000,-0.023954624022,0.060003445726
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2021-08-17,2021-08-17,2021-09-17,2021-09-17,1,1m,31,Technology,XLK,VT,0.06700817,consensus:yes->no,swf_signal_states,72.00273130,72.50638000,0.006994855485,95.02578700,95.43440000,0.004300022267,0.002694833219
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2021-08-17,2021-08-17,2021-11-17,2021-11-17,3,3m,92,Technology,XLK,VT,0.06700817,consensus:yes->no,swf_signal_states,72.00273130,78.80244000,0.094436816177,95.02578700,99.06290000,0.042484394262,0.051952421914
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2021-08-17,2021-08-17,2022-02-17,2022-02-17,6,6m,184,Technology,XLK,VT,0.06700817,consensus:yes->no,swf_signal_states,72.00273130,72.34004000,0.004684665344,95.02578700,92.74948000,-0.023954624022,0.028639289366
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2022-03-04,2022-03-04,2022-04-04,2022-04-04,1,1m,31,Communication Services,XLC,VT,0.13504501,consensus:no->yes,swf_signal_states,63.56832000,68.24367000,0.073548427896,89.07586500,94.62535000,0.062300657984,0.011247769912
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2022-03-04,2022-03-04,2022-06-04,2022-06-06,3,3m,94,Communication Services,XLC,VT,0.13504501,consensus:no->yes,swf_signal_states,63.56832000,57.43203000,-0.096530630352,89.07586500,86.15446000,-0.032796818757,-0.063733811595
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2022-03-04,2022-03-04,2022-09-04,2022-09-06,6,6m,186,Communication Services,XLC,VT,0.13504501,consensus:no->yes,swf_signal_states,63.56832000,51.08523100,-0.196372800162,89.07586500,79.85940000,-0.103467589116,-0.092905211046
nbim_overweight_tech,NBIM Overweight Tech,2022-03-04,2022-03-04,2022-04-04,2022-04-04,1,1m,31,Technology,XLK,VT,0.02000500,sector_weight_change,swf_combined_signal_panel,70.34365000,76.12841000,0.082235709975,89.07586500,94.62535000,0.062300657984,0.019935051991
nbim_overweight_tech,NBIM Overweight Tech,2022-03-04,2022-03-04,2022-06-04,2022-06-06,3,3m,94,Technology,XLK,VT,0.02000500,sector_weight_change,swf_combined_signal_panel,70.34365000,66.00593210,-0.061664669092,89.07586500,86.15446000,-0.032796818757,-0.028867850336
nbim_overweight_tech,NBIM Overweight Tech,2022-03-04,2022-03-04,2022-09-04,2022-09-06,6,6m,186,Technology,XLK,VT,0.02000500,sector_weight_change,swf_combined_signal_panel,70.34365000,62.54272000,-0.110897429974,89.07586500,79.85940000,-0.103467589116,-0.007429840858
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2022-03-04,2022-03-04,2022-04-04,2022-04-04,1,1m,31,Communication Services,XLC,VT,0.00754400,sector_weight_change,swf_combined_signal_panel,63.56832000,68.24367000,0.073548427896,89.07586500,94.62535000,0.062300657984,0.011247769912
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2022-03-04,2022-03-04,2022-06-04,2022-06-06,3,3m,94,Communication Services,XLC,VT,0.00754400,sector_weight_change,swf_combined_signal_panel,63.56832000,57.43203000,-0.096530630352,89.07586500,86.15446000,-0.032796818757,-0.063733811595
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2022-03-04,2022-03-04,2022-09-04,2022-09-06,6,6m,186,Communication Services,XLC,VT,0.00754400,sector_weight_change,swf_combined_signal_panel,63.56832000,51.08523100,-0.196372800162,89.07586500,79.85940000,-0.103467589116,-0.092905211046
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2022-03-04,2022-03-04,2022-04-04,2022-04-04,1,1m,31,Consumer Discretionary,XLY,VT,0.03103300,sector_weight_change,swf_combined_signal_panel,80.14470000,88.72454000,0.107054365417,89.07586500,94.62535000,0.062300657984,0.044753707432
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2022-03-04,2022-03-04,2022-06-04,2022-06-06,3,3m,94,Consumer Discretionary,XLY,VT,0.03103300,sector_weight_change,swf_combined_signal_panel,80.14470000,72.39349000,-0.096715191398,89.07586500,86.15446000,-0.032796818757,-0.063918372641
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2022-03-04,2022-03-04,2022-09-04,2022-09-06,6,6m,186,Consumer Discretionary,XLY,VT,0.03103300,sector_weight_change,swf_combined_signal_panel,80.14470000,73.02900000,-0.088785658939,89.07586500,79.85940000,-0.103467589116,0.014681930177
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2022-03-04,2022-03-04,2022-04-04,2022-04-04,1,1m,31,Energy,XLE,VT,0.00758400,sector_weight_change,swf_combined_signal_panel,28.40314000,29.68382000,0.045089380963,89.07586500,94.62535000,0.062300657984,-0.017211277021
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2022-03-04,2022-03-04,2022-06-04,2022-06-06,3,3m,94,Energy,XLE,VT,0.00758400,sector_weight_change,swf_combined_signal_panel,28.40314000,34.39646000,0.211009064491,89.07586500,86.15446000,-0.032796818757,0.243805883247
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2022-03-04,2022-03-04,2022-09-04,2022-09-06,6,6m,186,Energy,XLE,VT,0.00758400,sector_weight_change,swf_combined_signal_panel,28.40314000,31.15232000,0.096791411090,89.07586500,79.85940000,-0.103467589116,0.200259000207
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2022-03-04,2022-03-04,2022-04-04,2022-04-04,1,1m,31,Real Estate,XLRE,VT,0.06278000,sector_weight_change,swf_combined_signal_panel,40.44756000,42.82168000,0.058696247685,89.07586500,94.62535000,0.062300657984,-0.003604410299
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2022-03-04,2022-03-04,2022-06-04,2022-06-06,3,3m,94,Real Estate,XLRE,VT,0.06278000,sector_weight_change,swf_combined_signal_panel,40.44756000,38.09760600,-0.058098782720,89.07586500,86.15446000,-0.032796818757,-0.025301963963
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2022-03-04,2022-03-04,2022-09-04,2022-09-06,6,6m,186,Real Estate,XLRE,VT,0.06278000,sector_weight_change,swf_combined_signal_panel,40.44756000,36.64505000,-0.094010862460,89.07586500,79.85940000,-0.103467589116,0.009456726656
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2022-03-04,2022-03-04,2022-04-04,2022-04-04,1,1m,31,Technology,XLK,VT,0.02000500,sector_weight_change,swf_combined_signal_panel,70.34365000,76.12841000,0.082235709975,89.07586500,94.62535000,0.062300657984,0.019935051991
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2022-03-04,2022-03-04,2022-06-04,2022-06-06,3,3m,94,Technology,XLK,VT,0.02000500,sector_weight_change,swf_combined_signal_panel,70.34365000,66.00593210,-0.061664669092,89.07586500,86.15446000,-0.032796818757,-0.028867850336
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2022-03-04,2022-03-04,2022-09-04,2022-09-06,6,6m,186,Technology,XLK,VT,0.02000500,sector_weight_change,swf_combined_signal_panel,70.34365000,62.54272000,-0.110897429974,89.07586500,79.85940000,-0.103467589116,-0.007429840858
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2022-10-12,2022-10-12,2022-11-12,2022-11-14,1,1m,33,Communication Services,XLC,VT,0.00754400,consensus:yes->no,swf_signal_states,45.85857000,47.96712000,0.045979410173,73.29365000,82.01398800,0.118978083367,-0.072998673194
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2022-10-12,2022-10-12,2023-01-12,2023-01-12,3,3m,92,Communication Services,XLC,VT,0.00754400,consensus:yes->no,swf_signal_states,45.85857000,50.36238000,0.098210868765,73.29365000,85.03825800,0.160240457393,-0.062029588628
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2022-10-12,2022-10-12,2023-04-12,2023-04-12,6,6m,182,Communication Services,XLC,VT,0.00754400,consensus:yes->no,swf_signal_states,45.85857000,56.17101000,0.224874870717,73.29365000,86.79312000,0.184183350127,0.040691520590
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2022-11-15,2022-11-15,2022-12-15,2022-12-15,1,1m,30,Communication Services,XLC,VT,0.21702377,consensus:no->yes,swf_signal_states,48.67960000,46.27258000,-0.049446174578,82.84316000,81.63201000,-0.014619794803,-0.034826379776
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2022-11-15,2022-11-15,2023-02-15,2023-02-15,3,3m,92,Communication Services,XLC,VT,0.21702377,consensus:no->yes,swf_signal_states,48.67960000,54.30991000,0.115660564179,82.84316000,87.63792000,0.057877560441,0.057783003738
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2022-11-15,2022-11-15,2023-05-15,2023-05-15,6,6m,181,Communication Services,XLC,VT,0.21702377,consensus:no->yes,swf_signal_states,48.67960000,58.05822200,0.192660210848,82.84316000,87.72526000,0.058931841808,0.133728369040
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2022-12-23,2022-12-23,2023-01-23,2023-01-23,1,1m,31,Consumer Discretionary,XLY,VT,0.46556806,consensus:no->yes,swf_signal_states,61.50355000,67.07274700,0.090550821863,81.00266820,86.27709000,0.065114173609,0.025436648254
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2022-12-23,2022-12-23,2023-03-23,2023-03-23,3,3m,90,Consumer Discretionary,XLY,VT,0.46556806,consensus:no->yes,swf_signal_states,61.50355000,67.90651000,0.104107161294,81.00266820,83.49765000,0.030801229829,0.073305931465
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2022-12-23,2022-12-23,2023-06-23,2023-06-23,6,6m,182,Consumer Discretionary,XLY,VT,0.46556806,consensus:no->yes,swf_signal_states,61.50355000,79.41630000,0.291247415800,81.00266820,89.83478000,0.109034825596,0.182212590204
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2022-12-23,2022-12-23,2023-01-23,2023-01-23,1,1m,31,Financials,XLF,VT,0.28875819,consensus:no->yes,swf_signal_states,32.19344000,33.90979000,0.053313656447,81.00266820,86.27709000,0.065114173609,-0.011800517163
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2022-12-23,2022-12-23,2023-03-23,2023-03-23,3,3m,90,Financials,XLF,VT,0.28875819,consensus:no->yes,swf_signal_states,32.19344000,29.55041000,-0.082098402656,81.00266820,83.49765000,0.030801229829,-0.112899632485
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2022-12-23,2022-12-23,2023-06-23,2023-06-23,6,6m,182,Financials,XLF,VT,0.28875819,consensus:no->yes,swf_signal_states,32.19344000,31.33864000,-0.026551993201,81.00266820,89.83478000,0.109034825596,-0.135586818797
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2022-12-23,2022-12-23,2023-01-23,2023-01-23,1,1m,31,Real Estate,XLRE,VT,0.17387977,consensus:no->yes,swf_signal_states,33.23974000,35.25672000,0.060679776677,81.00266820,86.27709000,0.065114173609,-0.004434396932
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2022-12-23,2022-12-23,2023-03-23,2023-03-23,3,3m,90,Real Estate,XLRE,VT,0.17387977,consensus:no->yes,swf_signal_states,33.23974000,31.25371000,-0.059748662294,81.00266820,83.49765000,0.030801229829,-0.090549892123
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2022-12-23,2022-12-23,2023-06-23,2023-06-23,6,6m,182,Real Estate,XLRE,VT,0.17387977,consensus:no->yes,swf_signal_states,33.23974000,32.68136000,-0.016798567016,81.00266820,89.83478000,0.109034825596,-0.125833392612
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2022-12-23,2022-12-23,2023-01-23,2023-01-23,1,1m,31,Technology,XLK,VT,0.75980310,consensus:no->yes,swf_signal_states,59.68067000,64.34112000,0.078089773456,81.00266820,86.27709000,0.065114173609,0.012975599847
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2022-12-23,2022-12-23,2023-03-23,2023-03-23,3,3m,90,Technology,XLK,VT,0.75980310,consensus:no->yes,swf_signal_states,59.68067000,70.03628100,0.173517003077,81.00266820,83.49765000,0.030801229829,0.142715773247
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2022-12-23,2022-12-23,2023-06-23,2023-06-23,6,6m,182,Technology,XLK,VT,0.75980310,consensus:no->yes,swf_signal_states,59.68067000,81.47368000,0.365160277189,81.00266820,89.83478000,0.109034825596,0.256125451593
pif_expanding,PIF Expanding,2022-12-23,2022-12-23,2023-01-23,2023-01-23,1,1m,31,,SPY,CASH,2.00000000,state_change:stable->expanding,swf_signal_states,367.12696000,384.11657000,0.046277206120,1.00000000,1.00000000,0.000000000000,0.046277206120
pif_expanding,PIF Expanding,2022-12-23,2022-12-23,2023-03-23,2023-03-23,3,3m,90,,SPY,CASH,2.00000000,state_change:stable->expanding,swf_signal_states,367.12696000,378.39747000,0.030699216424,1.00000000,1.00000000,0.000000000000,0.030699216424
