event_family,event_label,event_date,analysis_start_date,target_end_date,actual_end_date,window_months,window_label,actual_horizon_days,sector,proxy_symbol,benchmark_symbol,signal_strength,signal_context,source,proxy_start_close,proxy_end_close,proxy_forward_return,benchmark_start_close,benchmark_end_close,benchmark_forward_return,excess_forward_return
pif_expanding,PIF Expanding,2022-12-23,2022-12-23,2023-06-23,2023-06-23,6,6m,182,,SPY,CASH,2.00000000,state_change:stable->expanding,swf_signal_states,367.12696000,418.47639000,0.139868316944,1.00000000,1.00000000,0.000000000000,0.139868316944
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2023-02-15,2023-02-15,2023-03-15,2023-03-15,1,1m,28,Consumer Discretionary,XLY,VT,0.15288950,consensus:yes->no,swf_signal_states,73.13139000,66.82565000,-0.086224807159,87.63792000,81.91302000,-0.065324462288,-0.020900344871
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2023-02-15,2023-02-15,2023-05-15,2023-05-15,3,3m,89,Consumer Discretionary,XLY,VT,0.15288950,consensus:yes->no,swf_signal_states,73.13139000,70.76543000,-0.032352181464,87.63792000,87.72526000,0.000996600558,-0.033348782022
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2023-02-15,2023-02-15,2023-08-15,2023-08-15,6,6m,181,Consumer Discretionary,XLY,VT,0.15288950,consensus:yes->no,swf_signal_states,73.13139000,80.60190000,0.102151894009,87.63792000,91.33234000,0.042155496160,0.059996397849
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2023-02-15,2023-02-15,2023-03-15,2023-03-15,1,1m,28,Financials,XLF,VT,0.17098796,consensus:yes->no,swf_signal_states,34.84857000,29.78486000,-0.145306105817,87.63792000,81.91302000,-0.065324462288,-0.079981643530
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2023-02-15,2023-02-15,2023-05-15,2023-05-15,3,3m,89,Financials,XLF,VT,0.17098796,consensus:yes->no,swf_signal_states,34.84857000,30.64628000,-0.120587157522,87.63792000,87.72526000,0.000996600558,-0.121583758080
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2023-02-15,2023-02-15,2023-08-15,2023-08-15,6,6m,181,Financials,XLF,VT,0.17098796,consensus:yes->no,swf_signal_states,34.84857000,32.74572000,-0.060342504728,87.63792000,91.33234000,0.042155496160,-0.102498000888
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2023-02-15,2023-02-15,2023-03-15,2023-03-15,1,1m,28,Real Estate,XLRE,VT,0.06542975,consensus:yes->no,swf_signal_states,36.01868200,33.23974000,-0.077152795319,87.63792000,81.91302000,-0.065324462288,-0.011828333031
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2023-02-15,2023-02-15,2023-05-15,2023-05-15,3,3m,89,Real Estate,XLRE,VT,0.06542975,consensus:yes->no,swf_signal_states,36.01868200,33.42034000,-0.072138730673,87.63792000,87.72526000,0.000996600558,-0.073135331231
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2023-02-15,2023-02-15,2023-08-15,2023-08-15,6,6m,181,Real Estate,XLRE,VT,0.06542975,consensus:yes->no,swf_signal_states,36.01868200,33.54715000,-0.068618057707,87.63792000,91.33234000,0.042155496160,-0.110773553866
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2023-02-15,2023-02-15,2023-03-15,2023-03-15,1,1m,28,Technology,XLK,VT,0.03869474,consensus:yes->no,swf_signal_states,69.01594700,66.93240000,-0.030189356092,87.63792000,81.91302000,-0.065324462288,0.035135106196
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2023-02-15,2023-02-15,2023-05-15,2023-05-15,3,3m,89,Technology,XLK,VT,0.03869474,consensus:yes->no,swf_signal_states,69.01594700,73.22106000,0.060929584868,87.63792000,87.72526000,0.000996600558,0.059932984310
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2023-02-15,2023-02-15,2023-08-15,2023-08-15,6,6m,181,Technology,XLK,VT,0.03869474,consensus:yes->no,swf_signal_states,69.01594700,81.10653000,0.175185352452,87.63792000,91.33234000,0.042155496160,0.133029856292
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2023-03-08,2023-03-08,2023-04-08,2023-04-10,1,1m,33,Communication Services,XLC,VT,0.14048781,consensus:yes->no,swf_signal_states,52.34097000,56.90654000,0.087227462540,84.91625000,86.70837000,0.021104558904,0.066122903637
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2023-03-08,2023-03-08,2023-06-08,2023-06-08,3,3m,92,Communication Services,XLC,VT,0.14048781,consensus:yes->no,swf_signal_states,52.34097000,61.15517000,0.168399630347,84.91625000,89.72137000,0.056586577952,0.111813052395
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2023-03-08,2023-03-08,2023-09-08,2023-09-08,6,6m,184,Communication Services,XLC,VT,0.14048781,consensus:yes->no,swf_signal_states,52.34097000,64.90872000,0.240113051019,84.91625000,91.49347000,0.077455375149,0.162657675870
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2023-03-08,2023-03-08,2023-04-08,2023-04-10,1,1m,33,Consumer Staples,XLP,VT,0.00649100,sector_weight_change,swf_combined_signal_panel,66.19467000,69.48944000,0.049773947056,84.91625000,86.70837000,0.021104558904,0.028669388153
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2023-03-08,2023-03-08,2023-06-08,2023-06-08,3,3m,92,Consumer Staples,XLP,VT,0.00649100,sector_weight_change,swf_combined_signal_panel,66.19467000,67.52537000,0.020102827010,84.91625000,89.72137000,0.056586577952,-0.036483750942
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2023-03-08,2023-03-08,2023-09-08,2023-09-08,6,6m,184,Consumer Staples,XLP,VT,0.00649100,sector_weight_change,swf_combined_signal_panel,66.19467000,66.58031000,0.005825846703,84.91625000,91.49347000,0.077455375149,-0.071629528446
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2023-03-08,2023-03-08,2023-04-08,2023-04-10,1,1m,33,Energy,XLE,VT,0.00676700,sector_weight_change,swf_combined_signal_panel,34.80137000,35.83856000,0.029803137060,84.91625000,86.70837000,0.021104558904,0.008698578157
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2023-03-08,2023-03-08,2023-06-08,2023-06-08,3,3m,92,Energy,XLE,VT,0.00676700,sector_weight_change,swf_combined_signal_panel,34.80137000,34.21524000,-0.016842153053,84.91625000,89.72137000,0.056586577952,-0.073428731005
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2023-03-08,2023-03-08,2023-09-08,2023-09-08,6,6m,184,Energy,XLE,VT,0.00676700,sector_weight_change,swf_combined_signal_panel,34.80137000,39.18437000,0.125943317749,84.91625000,91.49347000,0.077455375149,0.048487942600
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2023-03-08,2023-03-08,2023-04-08,2023-04-10,1,1m,33,Financials,XLF,VT,0.01623200,sector_weight_change,swf_combined_signal_panel,33.15119000,30.55099000,-0.078434590131,84.91625000,86.70837000,0.021104558904,-0.099539149034
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2023-03-08,2023-03-08,2023-06-08,2023-06-08,3,3m,92,Financials,XLF,VT,0.01623200,sector_weight_change,swf_combined_signal_panel,33.15119000,31.58016000,-0.047389852370,84.91625000,89.72137000,0.056586577952,-0.103976430322
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2023-03-08,2023-03-08,2023-09-08,2023-09-08,6,6m,184,Financials,XLF,VT,0.01623200,sector_weight_change,swf_combined_signal_panel,33.15119000,32.83187000,-0.009632233413,84.91625000,91.49347000,0.077455375149,-0.087087608562
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2023-03-08,2023-03-08,2023-04-08,2023-04-10,1,1m,33,Health Care,XLV,VT,0.01477500,sector_weight_change,swf_combined_signal_panel,119.75252000,126.95431000,0.060138943214,84.91625000,86.70837000,0.021104558904,0.039034384310
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2023-03-08,2023-03-08,2023-06-08,2023-06-08,3,3m,92,Health Care,XLV,VT,0.01477500,sector_weight_change,swf_combined_signal_panel,119.75252000,123.70981000,0.033045567642,84.91625000,89.72137000,0.056586577952,-0.023541010309
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2023-03-08,2023-03-08,2023-09-08,2023-09-08,6,6m,184,Health Care,XLV,VT,0.01477500,sector_weight_change,swf_combined_signal_panel,119.75252000,126.16633000,0.053558872916,84.91625000,91.49347000,0.077455375149,-0.023896502233
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2023-08-15,2023-08-15,2023-09-15,2023-09-15,1,1m,31,Consumer Discretionary,XLY,VT,0.21260037,consensus:no->yes,swf_signal_states,80.60190000,82.45951000,0.023046727186,91.33234000,91.90103000,0.006226600567,0.016820126620
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2023-08-15,2023-08-15,2023-11-15,2023-11-15,3,3m,92,Consumer Discretionary,XLY,VT,0.21260037,consensus:no->yes,swf_signal_states,80.60190000,80.80622000,0.002534927837,91.33234000,92.40958000,0.011794726819,-0.009259798982
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2023-08-15,2023-08-15,2024-02-15,2024-02-15,6,6m,184,Consumer Discretionary,XLY,VT,0.21260037,consensus:no->yes,swf_signal_states,80.60190000,87.06027800,0.080126870458,91.33234000,101.90426000,0.115752207816,-0.035625337358
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2023-11-15,2023-11-15,2023-12-15,2023-12-15,1,1m,30,Health Care,XLV,VT,0.11489994,consensus:no->yes,swf_signal_states,122.74870000,128.69621000,0.048452733104,92.40958000,96.90204000,0.048614656619,-0.000161923515
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2023-11-15,2023-11-15,2024-02-15,2024-02-15,3,3m,92,Health Care,XLV,VT,0.11489994,consensus:no->yes,swf_signal_states,122.74870000,139.85926000,0.139395040436,92.40958000,101.90426000,0.102745624426,0.036649416011
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2023-11-15,2023-11-15,2024-05-15,2024-05-15,6,6m,182,Health Care,XLV,VT,0.11489994,consensus:no->yes,swf_signal_states,122.74870000,141.37778000,0.151766006483,92.40958000,108.36470000,0.172656557902,-0.020890551419
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2024-02-15,2024-02-15,2024-03-15,2024-03-15,1,1m,29,Technology,XLK,VT,0.08795619,consensus:no->yes,swf_signal_states,99.62616000,100.20117000,0.005771676837,101.90426000,104.13719000,0.021912037828,-0.016140360992
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2024-02-15,2024-02-15,2024-05-15,2024-05-15,3,3m,90,Technology,XLK,VT,0.08795619,consensus:no->yes,swf_signal_states,99.62616000,104.14957000,0.045403837707,101.90426000,108.36470000,0.063397153367,-0.017993315660
cross_fund_consensus_gained,Cross-Fund Consensus Gained,2024-02-15,2024-02-15,2024-08-15,2024-08-15,6,6m,182,Technology,XLK,VT,0.08795619,consensus:no->yes,swf_signal_states,99.62616000,108.43922000,0.088461303738,101.90426000,111.03707200,0.089621493743,-0.001160190005
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2024-02-15,2024-02-15,2024-03-15,2024-03-15,1,1m,29,Health Care,XLV,VT,0.01497514,consensus:yes->no,swf_signal_states,139.85926000,140.06160700,0.001446790152,101.90426000,104.13719000,0.021912037828,-0.020465247677
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2024-02-15,2024-02-15,2024-05-15,2024-05-15,3,3m,90,Health Care,XLV,VT,0.01497514,consensus:yes->no,swf_signal_states,139.85926000,141.37778000,0.010857486304,101.90426000,108.36470000,0.063397153367,-0.052539667063
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2024-02-15,2024-02-15,2024-08-15,2024-08-15,6,6m,182,Health Care,XLV,VT,0.01497514,consensus:yes->no,swf_signal_states,139.85926000,148.24896000,0.059986732377,101.90426000,111.03707200,0.089621493743,-0.029634761367
nbim_overweight_tech,NBIM Overweight Tech,2024-02-28,2024-02-28,2024-03-28,2024-03-28,1,1m,29,Technology,XLK,VT,0.04607400,sector_weight_change,swf_combined_signal_panel,99.74798000,101.82243000,0.020796912379,102.70046000,106.40984000,0.036118436081,-0.015321523702
nbim_overweight_tech,NBIM Overweight Tech,2024-02-28,2024-02-28,2024-05-28,2024-05-28,3,3m,90,Technology,XLK,VT,0.04607400,sector_weight_change,swf_combined_signal_panel,99.74798000,105.65049000,0.059174230897,102.70046000,107.75802000,0.049245738529,0.009928492367
nbim_overweight_tech,NBIM Overweight Tech,2024-02-28,2024-02-28,2024-08-28,2024-08-28,6,6m,182,Technology,XLK,VT,0.04607400,sector_weight_change,swf_combined_signal_panel,99.74798000,107.64934000,0.079213233190,102.70046000,112.77928000,0.098138021972,-0.018924788782
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2024-02-28,2024-02-28,2024-03-28,2024-03-28,1,1m,29,Consumer Discretionary,XLY,VT,0.00708500,sector_weight_change,swf_combined_signal_panel,88.54923000,89.28399000,0.008297757078,102.70046000,106.40984000,0.036118436081,-0.027820679003
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2024-02-28,2024-02-28,2024-05-28,2024-05-28,3,3m,90,Consumer Discretionary,XLY,VT,0.00708500,sector_weight_change,swf_combined_signal_panel,88.54923000,85.02104700,-0.039844310334,102.70046000,107.75802000,0.049245738529,-0.089090048864
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2024-02-28,2024-02-28,2024-08-28,2024-08-28,6,6m,182,Consumer Discretionary,XLY,VT,0.00708500,sector_weight_change,swf_combined_signal_panel,88.54923000,89.77929000,0.013891255746,102.70046000,112.77928000,0.098138021972,-0.084246766226
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2024-02-28,2024-02-28,2024-03-28,2024-03-28,1,1m,29,Technology,XLK,VT,0.04607400,sector_weight_change,swf_combined_signal_panel,99.74798000,101.82243000,0.020796912379,102.70046000,106.40984000,0.036118436081,-0.015321523702
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2024-02-28,2024-02-28,2024-05-28,2024-05-28,3,3m,90,Technology,XLK,VT,0.04607400,sector_weight_change,swf_combined_signal_panel,99.74798000,105.65049000,0.059174230897,102.70046000,107.75802000,0.049245738529,0.009928492367
nbim_positive_industry_weight_change,NBIM Positive Industry Weight Change,2024-02-28,2024-02-28,2024-08-28,2024-08-28,6,6m,182,Technology,XLK,VT,0.04607400,sector_weight_change,swf_combined_signal_panel,99.74798000,107.64934000,0.079213233190,102.70046000,112.77928000,0.098138021972,-0.018924788782
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2024-05-16,2024-05-16,2024-06-16,2024-06-17,1,1m,32,Consumer Discretionary,XLY,VT,0.54357279,consensus:yes->no,swf_signal_states,86.32226000,88.10416000,0.020642415989,108.01802300,108.95212000,0.008647603187,0.011994812801
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2024-05-16,2024-05-16,2024-08-16,2024-08-16,3,3m,92,Consumer Discretionary,XLY,VT,0.54357279,consensus:yes->no,swf_signal_states,86.32226000,89.29656000,0.034455770736,108.01802300,111.47262000,0.031981672170,0.002474098567
cross_fund_consensus_lost,Cross-Fund Consensus Lost,2024-05-16,2024-05-16,2024-11-16,2024-11-18,6,6m,186,Consumer Discretionary,XLY,VT,0.54357279,consensus:yes->no,swf_signal_states,86.32226000,105.46890000,0.221804202068,108.01802300,115.79810000,0.072025730373,0.149778471695
