event_family,event_date,sector,window_months,check_name,status,detail
nbim_overweight_tech,2019-02-28,Technology,1,window_built,pass,XLK vs VT from 2019-02-28 to 2019-03-28.
nbim_overweight_tech,2019-02-28,Technology,3,window_built,pass,XLK vs VT from 2019-02-28 to 2019-05-28.
nbim_overweight_tech,2019-02-28,Technology,6,window_built,pass,XLK vs VT from 2019-02-28 to 2019-08-28.
nbim_positive_industry_weight_change,2019-02-28,Consumer Discretionary,1,window_built,pass,XLY vs VT from 2019-02-28 to 2019-03-28.
nbim_positive_industry_weight_change,2019-02-28,Consumer Discretionary,3,window_built,pass,XLY vs VT from 2019-02-28 to 2019-05-28.
nbim_positive_industry_weight_change,2019-02-28,Consumer Discretionary,6,window_built,pass,XLY vs VT from 2019-02-28 to 2019-08-28.
nbim_positive_industry_weight_change,2019-02-28,Health Care,1,window_built,pass,XLV vs VT from 2019-02-28 to 2019-03-28.
nbim_positive_industry_weight_change,2019-02-28,Health Care,3,window_built,pass,XLV vs VT from 2019-02-28 to 2019-05-28.
nbim_positive_industry_weight_change,2019-02-28,Health Care,6,window_built,pass,XLV vs VT from 2019-02-28 to 2019-08-28.
nbim_positive_industry_weight_change,2019-02-28,Technology,1,window_built,pass,XLK vs VT from 2019-02-28 to 2019-03-28.
nbim_positive_industry_weight_change,2019-02-28,Technology,3,window_built,pass,XLK vs VT from 2019-02-28 to 2019-05-28.
nbim_positive_industry_weight_change,2019-02-28,Technology,6,window_built,pass,XLK vs VT from 2019-02-28 to 2019-08-28.
cross_fund_consensus_gained,2019-08-07,Technology,1,window_built,pass,XLK vs VT from 2019-08-07 to 2019-09-09.
cross_fund_consensus_gained,2019-08-07,Technology,3,window_built,pass,XLK vs VT from 2019-08-07 to 2019-11-07.
cross_fund_consensus_gained,2019-08-07,Technology,6,window_built,pass,XLK vs VT from 2019-08-07 to 2020-02-07.
pif_expanding,2019-08-07,,1,window_built,pass,SPY vs CASH from 2019-08-07 to 2019-09-09.
pif_expanding,2019-08-07,,3,window_built,pass,SPY vs CASH from 2019-08-07 to 2019-11-07.
pif_expanding,2019-08-07,,6,window_built,pass,SPY vs CASH from 2019-08-07 to 2020-02-07.
cross_fund_consensus_gained,2019-10-22,Consumer Discretionary,1,window_built,pass,XLY vs VT from 2019-10-22 to 2019-11-22.
cross_fund_consensus_gained,2019-10-22,Consumer Discretionary,3,window_built,pass,XLY vs VT from 2019-10-22 to 2020-01-22.
cross_fund_consensus_gained,2019-10-22,Consumer Discretionary,6,window_built,pass,XLY vs VT from 2019-10-22 to 2020-04-22.
cross_fund_consensus_lost,2019-10-22,Technology,1,window_built,pass,XLK vs VT from 2019-10-22 to 2019-11-22.
cross_fund_consensus_lost,2019-10-22,Technology,3,window_built,pass,XLK vs VT from 2019-10-22 to 2020-01-22.
cross_fund_consensus_lost,2019-10-22,Technology,6,window_built,pass,XLK vs VT from 2019-10-22 to 2020-04-22.
cross_fund_consensus_gained,2020-02-05,Technology,1,window_built,pass,XLK vs VT from 2020-02-05 to 2020-03-05.
cross_fund_consensus_gained,2020-02-05,Technology,3,window_built,pass,XLK vs VT from 2020-02-05 to 2020-05-05.
cross_fund_consensus_gained,2020-02-05,Technology,6,window_built,pass,XLK vs VT from 2020-02-05 to 2020-08-05.
cross_fund_consensus_lost,2020-02-05,Consumer Discretionary,1,window_built,pass,XLY vs VT from 2020-02-05 to 2020-03-05.
cross_fund_consensus_lost,2020-02-05,Consumer Discretionary,3,window_built,pass,XLY vs VT from 2020-02-05 to 2020-05-05.
cross_fund_consensus_lost,2020-02-05,Consumer Discretionary,6,window_built,pass,XLY vs VT from 2020-02-05 to 2020-08-05.
nbim_overweight_tech,2020-02-26,Technology,1,window_built,pass,XLK vs VT from 2020-02-26 to 2020-03-26.
nbim_overweight_tech,2020-02-26,Technology,3,window_built,pass,XLK vs VT from 2020-02-26 to 2020-05-26.
nbim_overweight_tech,2020-02-26,Technology,6,window_built,pass,XLK vs VT from 2020-02-26 to 2020-08-26.
nbim_positive_industry_weight_change,2020-02-26,Technology,1,window_built,pass,XLK vs VT from 2020-02-26 to 2020-03-26.
nbim_positive_industry_weight_change,2020-02-26,Technology,3,window_built,pass,XLK vs VT from 2020-02-26 to 2020-05-26.
nbim_positive_industry_weight_change,2020-02-26,Technology,6,window_built,pass,XLK vs VT from 2020-02-26 to 2020-08-26.
cross_fund_consensus_gained,2020-05-18,Financials,1,window_built,pass,XLF vs VT from 2020-05-18 to 2020-06-18.
cross_fund_consensus_gained,2020-05-18,Financials,3,window_built,pass,XLF vs VT from 2020-05-18 to 2020-08-18.
cross_fund_consensus_gained,2020-05-18,Financials,6,window_built,pass,XLF vs VT from 2020-05-18 to 2020-11-18.
cross_fund_consensus_gained,2020-05-18,Industrials,1,window_built,pass,XLI vs VT from 2020-05-18 to 2020-06-18.
cross_fund_consensus_gained,2020-05-18,Industrials,3,window_built,pass,XLI vs VT from 2020-05-18 to 2020-08-18.
cross_fund_consensus_gained,2020-05-18,Industrials,6,window_built,pass,XLI vs VT from 2020-05-18 to 2020-11-18.
pif_expanding,2020-05-18,,1,window_built,pass,SPY vs CASH from 2020-05-18 to 2020-06-18.
pif_expanding,2020-05-18,,3,window_built,pass,SPY vs CASH from 2020-05-18 to 2020-08-18.
pif_expanding,2020-05-18,,6,window_built,pass,SPY vs CASH from 2020-05-18 to 2020-11-18.
cross_fund_consensus_lost,2020-08-17,Financials,1,window_built,pass,XLF vs VT from 2020-08-17 to 2020-09-17.
cross_fund_consensus_lost,2020-08-17,Financials,3,window_built,pass,XLF vs VT from 2020-08-17 to 2020-11-17.
cross_fund_consensus_lost,2020-08-17,Financials,6,window_built,pass,XLF vs VT from 2020-08-17 to 2021-02-17.
cross_fund_consensus_lost,2020-08-17,Industrials,1,window_built,pass,XLI vs VT from 2020-08-17 to 2020-09-17.
cross_fund_consensus_lost,2020-08-17,Industrials,3,window_built,pass,XLI vs VT from 2020-08-17 to 2020-11-17.
cross_fund_consensus_lost,2020-08-17,Industrials,6,window_built,pass,XLI vs VT from 2020-08-17 to 2021-02-17.
cross_fund_consensus_lost,2020-08-17,Technology,1,window_built,pass,XLK vs VT from 2020-08-17 to 2020-09-17.
cross_fund_consensus_lost,2020-08-17,Technology,3,window_built,pass,XLK vs VT from 2020-08-17 to 2020-11-17.
cross_fund_consensus_lost,2020-08-17,Technology,6,window_built,pass,XLK vs VT from 2020-08-17 to 2021-02-17.
pif_contracting,2020-08-17,,1,window_built,pass,SPY vs CASH from 2020-08-17 to 2020-09-17.
pif_contracting,2020-08-17,,3,window_built,pass,SPY vs CASH from 2020-08-17 to 2020-11-17.
pif_contracting,2020-08-17,,6,window_built,pass,SPY vs CASH from 2020-08-17 to 2021-02-17.
nbim_overweight_tech,2021-02-26,Technology,1,window_built,pass,XLK vs VT from 2021-02-26 to 2021-03-26.
nbim_overweight_tech,2021-02-26,Technology,3,window_built,pass,XLK vs VT from 2021-02-26 to 2021-05-26.
nbim_overweight_tech,2021-02-26,Technology,6,window_built,pass,XLK vs VT from 2021-02-26 to 2021-08-26.
nbim_positive_industry_weight_change,2021-02-26,Consumer Discretionary,1,window_built,pass,XLY vs VT from 2021-02-26 to 2021-03-26.
nbim_positive_industry_weight_change,2021-02-26,Consumer Discretionary,3,window_built,pass,XLY vs VT from 2021-02-26 to 2021-05-26.
nbim_positive_industry_weight_change,2021-02-26,Consumer Discretionary,6,window_built,pass,XLY vs VT from 2021-02-26 to 2021-08-26.
nbim_positive_industry_weight_change,2021-02-26,Technology,1,window_built,pass,XLK vs VT from 2021-02-26 to 2021-03-26.
nbim_positive_industry_weight_change,2021-02-26,Technology,3,window_built,pass,XLK vs VT from 2021-02-26 to 2021-05-26.
nbim_positive_industry_weight_change,2021-02-26,Technology,6,window_built,pass,XLK vs VT from 2021-02-26 to 2021-08-26.
cross_fund_consensus_gained,2021-05-18,Consumer Discretionary,1,window_built,pass,XLY vs VT from 2021-05-18 to 2021-06-18.
cross_fund_consensus_gained,2021-05-18,Consumer Discretionary,3,window_built,pass,XLY vs VT from 2021-05-18 to 2021-08-18.
cross_fund_consensus_gained,2021-05-18,Consumer Discretionary,6,window_built,pass,XLY vs VT from 2021-05-18 to 2021-11-18.
cross_fund_consensus_gained,2021-05-18,Financials,1,window_built,pass,XLF vs VT from 2021-05-18 to 2021-06-18.
cross_fund_consensus_gained,2021-05-18,Financials,3,window_built,pass,XLF vs VT from 2021-05-18 to 2021-08-18.
cross_fund_consensus_gained,2021-05-18,Financials,6,window_built,pass,XLF vs VT from 2021-05-18 to 2021-11-18.
cross_fund_consensus_gained,2021-05-18,Technology,1,window_built,pass,XLK vs VT from 2021-05-18 to 2021-06-18.
cross_fund_consensus_gained,2021-05-18,Technology,3,window_built,pass,XLK vs VT from 2021-05-18 to 2021-08-18.
cross_fund_consensus_gained,2021-05-18,Technology,6,window_built,pass,XLK vs VT from 2021-05-18 to 2021-11-18.
pif_expanding,2021-05-18,,1,window_built,pass,SPY vs CASH from 2021-05-18 to 2021-06-18.
pif_expanding,2021-05-18,,3,window_built,pass,SPY vs CASH from 2021-05-18 to 2021-08-18.
pif_expanding,2021-05-18,,6,window_built,pass,SPY vs CASH from 2021-05-18 to 2021-11-18.
cross_fund_consensus_lost,2021-08-17,Consumer Discretionary,1,window_built,pass,XLY vs VT from 2021-08-17 to 2021-09-17.
cross_fund_consensus_lost,2021-08-17,Consumer Discretionary,3,window_built,pass,XLY vs VT from 2021-08-17 to 2021-11-17.
cross_fund_consensus_lost,2021-08-17,Consumer Discretionary,6,window_built,pass,XLY vs VT from 2021-08-17 to 2022-02-17.
cross_fund_consensus_lost,2021-08-17,Financials,1,window_built,pass,XLF vs VT from 2021-08-17 to 2021-09-17.
cross_fund_consensus_lost,2021-08-17,Financials,3,window_built,pass,XLF vs VT from 2021-08-17 to 2021-11-17.
cross_fund_consensus_lost,2021-08-17,Financials,6,window_built,pass,XLF vs VT from 2021-08-17 to 2022-02-17.
cross_fund_consensus_lost,2021-08-17,Technology,1,window_built,pass,XLK vs VT from 2021-08-17 to 2021-09-17.
cross_fund_consensus_lost,2021-08-17,Technology,3,window_built,pass,XLK vs VT from 2021-08-17 to 2021-11-17.
cross_fund_consensus_lost,2021-08-17,Technology,6,window_built,pass,XLK vs VT from 2021-08-17 to 2022-02-17.
cross_fund_consensus_gained,2022-03-04,Communication Services,1,window_built,pass,XLC vs VT from 2022-03-04 to 2022-04-04.
cross_fund_consensus_gained,2022-03-04,Communication Services,3,window_built,pass,XLC vs VT from 2022-03-04 to 2022-06-06.
cross_fund_consensus_gained,2022-03-04,Communication Services,6,window_built,pass,XLC vs VT from 2022-03-04 to 2022-09-06.
nbim_overweight_tech,2022-03-04,Technology,1,window_built,pass,XLK vs VT from 2022-03-04 to 2022-04-04.
nbim_overweight_tech,2022-03-04,Technology,3,window_built,pass,XLK vs VT from 2022-03-04 to 2022-06-06.
nbim_overweight_tech,2022-03-04,Technology,6,window_built,pass,XLK vs VT from 2022-03-04 to 2022-09-06.
nbim_positive_industry_weight_change,2022-03-04,Communication Services,1,window_built,pass,XLC vs VT from 2022-03-04 to 2022-04-04.
nbim_positive_industry_weight_change,2022-03-04,Communication Services,3,window_built,pass,XLC vs VT from 2022-03-04 to 2022-06-06.
nbim_positive_industry_weight_change,2022-03-04,Communication Services,6,window_built,pass,XLC vs VT from 2022-03-04 to 2022-09-06.
nbim_positive_industry_weight_change,2022-03-04,Consumer Discretionary,1,window_built,pass,XLY vs VT from 2022-03-04 to 2022-04-04.
nbim_positive_industry_weight_change,2022-03-04,Consumer Discretionary,3,window_built,pass,XLY vs VT from 2022-03-04 to 2022-06-06.
nbim_positive_industry_weight_change,2022-03-04,Consumer Discretionary,6,window_built,pass,XLY vs VT from 2022-03-04 to 2022-09-06.
nbim_positive_industry_weight_change,2022-03-04,Energy,1,window_built,pass,XLE vs VT from 2022-03-04 to 2022-04-04.
nbim_positive_industry_weight_change,2022-03-04,Energy,3,window_built,pass,XLE vs VT from 2022-03-04 to 2022-06-06.
nbim_positive_industry_weight_change,2022-03-04,Energy,6,window_built,pass,XLE vs VT from 2022-03-04 to 2022-09-06.
nbim_positive_industry_weight_change,2022-03-04,Real Estate,1,window_built,pass,XLRE vs VT from 2022-03-04 to 2022-04-04.
nbim_positive_industry_weight_change,2022-03-04,Real Estate,3,window_built,pass,XLRE vs VT from 2022-03-04 to 2022-06-06.
nbim_positive_industry_weight_change,2022-03-04,Real Estate,6,window_built,pass,XLRE vs VT from 2022-03-04 to 2022-09-06.
nbim_positive_industry_weight_change,2022-03-04,Technology,1,window_built,pass,XLK vs VT from 2022-03-04 to 2022-04-04.
nbim_positive_industry_weight_change,2022-03-04,Technology,3,window_built,pass,XLK vs VT from 2022-03-04 to 2022-06-06.
nbim_positive_industry_weight_change,2022-03-04,Technology,6,window_built,pass,XLK vs VT from 2022-03-04 to 2022-09-06.
cross_fund_consensus_lost,2022-10-12,Communication Services,1,window_built,pass,XLC vs VT from 2022-10-12 to 2022-11-14.
cross_fund_consensus_lost,2022-10-12,Communication Services,3,window_built,pass,XLC vs VT from 2022-10-12 to 2023-01-12.
cross_fund_consensus_lost,2022-10-12,Communication Services,6,window_built,pass,XLC vs VT from 2022-10-12 to 2023-04-12.
cross_fund_consensus_gained,2022-11-15,Communication Services,1,window_built,pass,XLC vs VT from 2022-11-15 to 2022-12-15.
cross_fund_consensus_gained,2022-11-15,Communication Services,3,window_built,pass,XLC vs VT from 2022-11-15 to 2023-02-15.
cross_fund_consensus_gained,2022-11-15,Communication Services,6,window_built,pass,XLC vs VT from 2022-11-15 to 2023-05-15.
cross_fund_consensus_gained,2022-12-23,Consumer Discretionary,1,window_built,pass,XLY vs VT from 2022-12-23 to 2023-01-23.
cross_fund_consensus_gained,2022-12-23,Consumer Discretionary,3,window_built,pass,XLY vs VT from 2022-12-23 to 2023-03-23.
cross_fund_consensus_gained,2022-12-23,Consumer Discretionary,6,window_built,pass,XLY vs VT from 2022-12-23 to 2023-06-23.
cross_fund_consensus_gained,2022-12-23,Financials,1,window_built,pass,XLF vs VT from 2022-12-23 to 2023-01-23.
cross_fund_consensus_gained,2022-12-23,Financials,3,window_built,pass,XLF vs VT from 2022-12-23 to 2023-03-23.
cross_fund_consensus_gained,2022-12-23,Financials,6,window_built,pass,XLF vs VT from 2022-12-23 to 2023-06-23.
cross_fund_consensus_gained,2022-12-23,Real Estate,1,window_built,pass,XLRE vs VT from 2022-12-23 to 2023-01-23.
cross_fund_consensus_gained,2022-12-23,Real Estate,3,window_built,pass,XLRE vs VT from 2022-12-23 to 2023-03-23.
cross_fund_consensus_gained,2022-12-23,Real Estate,6,window_built,pass,XLRE vs VT from 2022-12-23 to 2023-06-23.
cross_fund_consensus_gained,2022-12-23,Technology,1,window_built,pass,XLK vs VT from 2022-12-23 to 2023-01-23.
cross_fund_consensus_gained,2022-12-23,Technology,3,window_built,pass,XLK vs VT from 2022-12-23 to 2023-03-23.
cross_fund_consensus_gained,2022-12-23,Technology,6,window_built,pass,XLK vs VT from 2022-12-23 to 2023-06-23.
pif_expanding,2022-12-23,,1,window_built,pass,SPY vs CASH from 2022-12-23 to 2023-01-23.
pif_expanding,2022-12-23,,3,window_built,pass,SPY vs CASH from 2022-12-23 to 2023-03-23.
pif_expanding,2022-12-23,,6,window_built,pass,SPY vs CASH from 2022-12-23 to 2023-06-23.
cross_fund_consensus_lost,2023-02-15,Consumer Discretionary,1,window_built,pass,XLY vs VT from 2023-02-15 to 2023-03-15.
cross_fund_consensus_lost,2023-02-15,Consumer Discretionary,3,window_built,pass,XLY vs VT from 2023-02-15 to 2023-05-15.
cross_fund_consensus_lost,2023-02-15,Consumer Discretionary,6,window_built,pass,XLY vs VT from 2023-02-15 to 2023-08-15.
cross_fund_consensus_lost,2023-02-15,Financials,1,window_built,pass,XLF vs VT from 2023-02-15 to 2023-03-15.
cross_fund_consensus_lost,2023-02-15,Financials,3,window_built,pass,XLF vs VT from 2023-02-15 to 2023-05-15.
cross_fund_consensus_lost,2023-02-15,Financials,6,window_built,pass,XLF vs VT from 2023-02-15 to 2023-08-15.
cross_fund_consensus_lost,2023-02-15,Real Estate,1,window_built,pass,XLRE vs VT from 2023-02-15 to 2023-03-15.
cross_fund_consensus_lost,2023-02-15,Real Estate,3,window_built,pass,XLRE vs VT from 2023-02-15 to 2023-05-15.
cross_fund_consensus_lost,2023-02-15,Real Estate,6,window_built,pass,XLRE vs VT from 2023-02-15 to 2023-08-15.
cross_fund_consensus_lost,2023-02-15,Technology,1,window_built,pass,XLK vs VT from 2023-02-15 to 2023-03-15.
cross_fund_consensus_lost,2023-02-15,Technology,3,window_built,pass,XLK vs VT from 2023-02-15 to 2023-05-15.
cross_fund_consensus_lost,2023-02-15,Technology,6,window_built,pass,XLK vs VT from 2023-02-15 to 2023-08-15.
cross_fund_consensus_lost,2023-03-08,Communication Services,1,window_built,pass,XLC vs VT from 2023-03-08 to 2023-04-10.
cross_fund_consensus_lost,2023-03-08,Communication Services,3,window_built,pass,XLC vs VT from 2023-03-08 to 2023-06-08.
cross_fund_consensus_lost,2023-03-08,Communication Services,6,window_built,pass,XLC vs VT from 2023-03-08 to 2023-09-08.
nbim_positive_industry_weight_change,2023-03-08,Consumer Staples,1,window_built,pass,XLP vs VT from 2023-03-08 to 2023-04-10.
nbim_positive_industry_weight_change,2023-03-08,Consumer Staples,3,window_built,pass,XLP vs VT from 2023-03-08 to 2023-06-08.
nbim_positive_industry_weight_change,2023-03-08,Consumer Staples,6,window_built,pass,XLP vs VT from 2023-03-08 to 2023-09-08.
nbim_positive_industry_weight_change,2023-03-08,Energy,1,window_built,pass,XLE vs VT from 2023-03-08 to 2023-04-10.
nbim_positive_industry_weight_change,2023-03-08,Energy,3,window_built,pass,XLE vs VT from 2023-03-08 to 2023-06-08.
nbim_positive_industry_weight_change,2023-03-08,Energy,6,window_built,pass,XLE vs VT from 2023-03-08 to 2023-09-08.
nbim_positive_industry_weight_change,2023-03-08,Financials,1,window_built,pass,XLF vs VT from 2023-03-08 to 2023-04-10.
nbim_positive_industry_weight_change,2023-03-08,Financials,3,window_built,pass,XLF vs VT from 2023-03-08 to 2023-06-08.
nbim_positive_industry_weight_change,2023-03-08,Financials,6,window_built,pass,XLF vs VT from 2023-03-08 to 2023-09-08.
nbim_positive_industry_weight_change,2023-03-08,Health Care,1,window_built,pass,XLV vs VT from 2023-03-08 to 2023-04-10.
nbim_positive_industry_weight_change,2023-03-08,Health Care,3,window_built,pass,XLV vs VT from 2023-03-08 to 2023-06-08.
nbim_positive_industry_weight_change,2023-03-08,Health Care,6,window_built,pass,XLV vs VT from 2023-03-08 to 2023-09-08.
cross_fund_consensus_gained,2023-08-15,Consumer Discretionary,1,window_built,pass,XLY vs VT from 2023-08-15 to 2023-09-15.
cross_fund_consensus_gained,2023-08-15,Consumer Discretionary,3,window_built,pass,XLY vs VT from 2023-08-15 to 2023-11-15.
cross_fund_consensus_gained,2023-08-15,Consumer Discretionary,6,window_built,pass,XLY vs VT from 2023-08-15 to 2024-02-15.
cross_fund_consensus_gained,2023-11-15,Health Care,1,window_built,pass,XLV vs VT from 2023-11-15 to 2023-12-15.
cross_fund_consensus_gained,2023-11-15,Health Care,3,window_built,pass,XLV vs VT from 2023-11-15 to 2024-02-15.
cross_fund_consensus_gained,2023-11-15,Health Care,6,window_built,pass,XLV vs VT from 2023-11-15 to 2024-05-15.
cross_fund_consensus_gained,2024-02-15,Technology,1,window_built,pass,XLK vs VT from 2024-02-15 to 2024-03-15.
cross_fund_consensus_gained,2024-02-15,Technology,3,window_built,pass,XLK vs VT from 2024-02-15 to 2024-05-15.
cross_fund_consensus_gained,2024-02-15,Technology,6,window_built,pass,XLK vs VT from 2024-02-15 to 2024-08-15.
cross_fund_consensus_lost,2024-02-15,Health Care,1,window_built,pass,XLV vs VT from 2024-02-15 to 2024-03-15.
cross_fund_consensus_lost,2024-02-15,Health Care,3,window_built,pass,XLV vs VT from 2024-02-15 to 2024-05-15.
cross_fund_consensus_lost,2024-02-15,Health Care,6,window_built,pass,XLV vs VT from 2024-02-15 to 2024-08-15.
nbim_overweight_tech,2024-02-28,Technology,1,window_built,pass,XLK vs VT from 2024-02-28 to 2024-03-28.
nbim_overweight_tech,2024-02-28,Technology,3,window_built,pass,XLK vs VT from 2024-02-28 to 2024-05-28.
nbim_overweight_tech,2024-02-28,Technology,6,window_built,pass,XLK vs VT from 2024-02-28 to 2024-08-28.
nbim_positive_industry_weight_change,2024-02-28,Consumer Discretionary,1,window_built,pass,XLY vs VT from 2024-02-28 to 2024-03-28.
nbim_positive_industry_weight_change,2024-02-28,Consumer Discretionary,3,window_built,pass,XLY vs VT from 2024-02-28 to 2024-05-28.
nbim_positive_industry_weight_change,2024-02-28,Consumer Discretionary,6,window_built,pass,XLY vs VT from 2024-02-28 to 2024-08-28.
nbim_positive_industry_weight_change,2024-02-28,Technology,1,window_built,pass,XLK vs VT from 2024-02-28 to 2024-03-28.
nbim_positive_industry_weight_change,2024-02-28,Technology,3,window_built,pass,XLK vs VT from 2024-02-28 to 2024-05-28.
nbim_positive_industry_weight_change,2024-02-28,Technology,6,window_built,pass,XLK vs VT from 2024-02-28 to 2024-08-28.
cross_fund_consensus_lost,2024-05-16,Consumer Discretionary,1,window_built,pass,XLY vs VT from 2024-05-16 to 2024-06-17.
cross_fund_consensus_lost,2024-05-16,Consumer Discretionary,3,window_built,pass,XLY vs VT from 2024-05-16 to 2024-08-16.
cross_fund_consensus_lost,2024-05-16,Consumer Discretionary,6,window_built,pass,XLY vs VT from 2024-05-16 to 2024-11-18.
cross_fund_consensus_lost,2024-05-16,Technology,1,window_built,pass,XLK vs VT from 2024-05-16 to 2024-06-17.
cross_fund_consensus_lost,2024-05-16,Technology,3,window_built,pass,XLK vs VT from 2024-05-16 to 2024-08-16.
cross_fund_consensus_lost,2024-05-16,Technology,6,window_built,pass,XLK vs VT from 2024-05-16 to 2024-11-18.
pif_contracting,2024-05-16,,1,window_built,pass,SPY vs CASH from 2024-05-16 to 2024-06-17.
pif_contracting,2024-05-16,,3,window_built,pass,SPY vs CASH from 2024-05-16 to 2024-08-16.
pif_contracting,2024-05-16,,6,window_built,pass,SPY vs CASH from 2024-05-16 to 2024-11-18.
nbim_overweight_tech,2024-08-15,Technology,1,window_built,pass,XLK vs VT from 2024-08-15 to 2024-09-16.
nbim_overweight_tech,2024-08-15,Technology,3,window_built,pass,XLK vs VT from 2024-08-15 to 2024-11-15.
nbim_overweight_tech,2024-08-15,Technology,6,window_built,pass,XLK vs VT from 2024-08-15 to 2025-02-18.
nbim_positive_industry_weight_change,2024-08-15,Technology,1,window_built,pass,XLK vs VT from 2024-08-15 to 2024-09-16.
nbim_positive_industry_weight_change,2024-08-15,Technology,3,window_built,pass,XLK vs VT from 2024-08-15 to 2024-11-15.
nbim_positive_industry_weight_change,2024-08-15,Technology,6,window_built,pass,XLK vs VT from 2024-08-15 to 2025-02-18.
cross_fund_consensus_gained,2024-11-15,Consumer Discretionary,1,window_built,pass,XLY vs VT from 2024-11-15 to 2024-12-16.
cross_fund_consensus_gained,2024-11-15,Consumer Discretionary,3,window_built,pass,XLY vs VT from 2024-11-15 to 2025-02-18.
cross_fund_consensus_gained,2024-11-15,Consumer Discretionary,6,window_built,pass,XLY vs VT from 2024-11-15 to 2025-05-15.
cross_fund_consensus_gained,2024-11-15,Financials,1,window_built,pass,XLF vs VT from 2024-11-15 to 2024-12-16.
cross_fund_consensus_gained,2024-11-15,Financials,3,window_built,pass,XLF vs VT from 2024-11-15 to 2025-02-18.
cross_fund_consensus_gained,2024-11-15,Financials,6,window_built,pass,XLF vs VT from 2024-11-15 to 2025-05-15.
cross_fund_consensus_gained,2024-11-15,Technology,1,window_built,pass,XLK vs VT from 2024-11-15 to 2024-12-16.
cross_fund_consensus_gained,2024-11-15,Technology,3,window_built,pass,XLK vs VT from 2024-11-15 to 2025-02-18.
cross_fund_consensus_gained,2024-11-15,Technology,6,window_built,pass,XLK vs VT from 2024-11-15 to 2025-05-15.
pif_expanding,2024-11-15,,1,window_built,pass,SPY vs CASH from 2024-11-15 to 2024-12-16.
pif_expanding,2024-11-15,,3,window_built,pass,SPY vs CASH from 2024-11-15 to 2025-02-18.
pif_expanding,2024-11-15,,6,window_built,pass,SPY vs CASH from 2024-11-15 to 2025-05-15.
cross_fund_consensus_lost,2025-02-18,Financials,1,window_built,pass,XLF vs VT from 2025-02-18 to 2025-03-18.
cross_fund_consensus_lost,2025-02-18,Financials,3,window_built,pass,XLF vs VT from 2025-02-18 to 2025-05-19.
cross_fund_consensus_lost,2025-02-18,Financials,6,window_built,pass,XLF vs VT from 2025-02-18 to 2025-08-18.
cross_fund_consensus_lost,2025-02-18,Technology,1,window_built,pass,XLK vs VT from 2025-02-18 to 2025-03-18.
cross_fund_consensus_lost,2025-02-18,Technology,3,window_built,pass,XLK vs VT from 2025-02-18 to 2025-05-19.
cross_fund_consensus_lost,2025-02-18,Technology,6,window_built,pass,XLK vs VT from 2025-02-18 to 2025-08-18.
nbim_overweight_tech,2025-02-26,Technology,1,window_built,pass,XLK vs VT from 2025-02-26 to 2025-03-26.
nbim_overweight_tech,2025-02-26,Technology,3,window_built,pass,XLK vs VT from 2025-02-26 to 2025-05-27.
nbim_overweight_tech,2025-02-26,Technology,6,window_built,pass,XLK vs VT from 2025-02-26 to 2025-08-26.
nbim_positive_industry_weight_change,2025-02-26,Consumer Discretionary,1,window_built,pass,XLY vs VT from 2025-02-26 to 2025-03-26.
nbim_positive_industry_weight_change,2025-02-26,Consumer Discretionary,3,window_built,pass,XLY vs VT from 2025-02-26 to 2025-05-27.
nbim_positive_industry_weight_change,2025-02-26,Consumer Discretionary,6,window_built,pass,XLY vs VT from 2025-02-26 to 2025-08-26.
nbim_positive_industry_weight_change,2025-02-26,Technology,1,window_built,pass,XLK vs VT from 2025-02-26 to 2025-03-26.
nbim_positive_industry_weight_change,2025-02-26,Technology,3,window_built,pass,XLK vs VT from 2025-02-26 to 2025-05-27.
nbim_positive_industry_weight_change,2025-02-26,Technology,6,window_built,pass,XLK vs VT from 2025-02-26 to 2025-08-26.
cross_fund_consensus_gained,2025-05-16,Technology,1,window_built,pass,XLK vs VT from 2025-05-16 to 2025-06-16.
cross_fund_consensus_gained,2025-05-16,Technology,3,window_built,pass,XLK vs VT from 2025-05-16 to 2025-08-18.
cross_fund_consensus_gained,2025-05-16,Technology,6,window_built,pass,XLK vs VT from 2025-05-16 to 2025-11-17.
nbim_positive_industry_weight_change,2025-08-13,Financials,1,window_built,pass,XLF vs VT from 2025-08-13 to 2025-09-15.
nbim_positive_industry_weight_change,2025-08-13,Financials,3,window_built,pass,XLF vs VT from 2025-08-13 to 2025-11-13.
nbim_positive_industry_weight_change,2025-08-13,Financials,6,window_built,pass,XLF vs VT from 2025-08-13 to 2026-02-13.
cross_fund_consensus_lost,2025-08-15,Consumer Discretionary,1,window_built,pass,XLY vs VT from 2025-08-15 to 2025-09-15.
cross_fund_consensus_lost,2025-08-15,Consumer Discretionary,3,window_built,pass,XLY vs VT from 2025-08-15 to 2025-11-17.
cross_fund_consensus_lost,2025-08-15,Consumer Discretionary,6,window_built,pass,XLY vs VT from 2025-08-15 to 2026-02-17.
cross_fund_consensus_lost,2025-08-15,Technology,1,window_built,pass,XLK vs VT from 2025-08-15 to 2025-09-15.
cross_fund_consensus_lost,2025-08-15,Technology,3,window_built,pass,XLK vs VT from 2025-08-15 to 2025-11-17.
cross_fund_consensus_lost,2025-08-15,Technology,6,window_built,pass,XLK vs VT from 2025-08-15 to 2026-02-17.
pif_contracting,2025-08-15,,1,window_built,pass,SPY vs CASH from 2025-08-15 to 2025-09-15.
