date,strategy_key,strategy_name,execution_variant,execution_label,signal_lag_trading_days,nav_end,cum_return,cash_weight_end,primary_benchmark_key,primary_benchmark_nav,relative_to_primary,secondary_benchmark_key,secondary_benchmark_nav,relative_to_secondary
2019-07-12,p5,P5 Cash-Aware Copy,t1,T+1,1,0.806794911742,-0.193205088258,0.000000000000,SPY,1.105874273102,0.729553920699,,,
2019-07-15,p5,P5 Cash-Aware Copy,t1,T+1,1,0.834513091239,-0.165486908761,0.000000000000,SPY,1.106242118896,0.754367490610,,,
2019-07-16,p5,P5 Cash-Aware Copy,t1,T+1,1,0.830825926001,-0.169174073999,0.000000000000,SPY,1.102674185300,0.753464565578,,,
2019-07-17,p5,P5 Cash-Aware Copy,t1,T+1,1,0.838990328043,-0.161009671957,0.000000000000,SPY,1.095170472316,0.766081947287,,,
2019-07-18,p5,P5 Cash-Aware Copy,t1,T+1,1,0.834644934431,-0.165355065569,0.000000000000,SPY,1.099179772121,0.759334328743,,,
2019-07-19,p5,P5 Cash-Aware Copy,t1,T+1,1,0.849919486770,-0.150080513230,0.000000000000,SPY,1.093073921894,0.777549870824,,,
2019-07-22,p5,P5 Cash-Aware Copy,t1,T+1,1,0.841689607547,-0.158310392453,0.000000000000,SPY,1.095759001214,0.768133874889,,,
2019-07-23,p5,P5 Cash-Aware Copy,t1,T+1,1,0.856470661433,-0.143529338567,0.000000000000,SPY,1.103593759165,0.776074216006,,,
2019-07-24,p5,P5 Cash-Aware Copy,t1,T+1,1,0.871975815909,-0.128024184091,0.000000000000,SPY,1.108780116765,0.786428077781,,,
2019-07-25,p5,P5 Cash-Aware Copy,t1,T+1,1,0.753267563167,-0.246732436833,0.000000000000,SPY,1.103483397303,0.682627001918,,,
2019-07-26,p5,P5 Cash-Aware Copy,t1,T+1,1,0.750699830579,-0.249300169421,0.000000000000,SPY,1.110876789044,0.675772361060,,,
2019-07-29,p5,P5 Cash-Aware Copy,t1,T+1,1,0.776146554325,-0.223853445675,0.000000000000,SPY,1.108853677800,0.699953988397,,,
2019-07-30,p5,P5 Cash-Aware Copy,t1,T+1,1,0.797511570845,-0.202488429155,0.000000000000,SPY,1.106131757034,0.720991478432,,,
