instrument_key,instrument_type,display_name,source_ref,requested_symbol,resolved_symbol,date,open,high,low,close,adjusted_close,volume,dividend_amount,timezone
benchmark_vt,benchmark,Vanguard Total World Stock ETF,benchmark,VT,VT,2009-12-31,43.8800,44.5100,42.5500,43.0900,30.1887,3126000,0.6620,
benchmark_vt,benchmark,Vanguard Total World Stock ETF,benchmark,VT,VT,2010-01-29,43.7300,44.9300,40.7000,40.8900,28.6473,6440000,0.0000,
benchmark_vt,benchmark,Vanguard Total World Stock ETF,benchmark,VT,VT,2010-02-26,41.3000,42.3700,39.2300,41.7400,29.2429,2728300,0.0000,
benchmark_vt,benchmark,Vanguard Total World Stock ETF,benchmark,VT,VT,2010-03-31,41.9000,44.7000,41.8800,44.5200,31.1905,4694200,0.0000,
benchmark_vt,benchmark,Vanguard Total World Stock ETF,benchmark,VT,VT,2010-04-30,44.9800,46.5500,43.8000,44.3199,31.0503,2608400,0.0000,
benchmark_vt,benchmark,Vanguard Total World Stock ETF,benchmark,VT,VT,2010-05-28,44.5000,44.8600,37.9300,39.9400,27.9818,3736700,0.0000,
benchmark_vt,benchmark,Vanguard Total World Stock ETF,benchmark,VT,VT,2010-06-30,39.5900,42.3419,38.4420,38.8200,27.1971,1727900,0.0000,
benchmark_vt,benchmark,Vanguard Total World Stock ETF,benchmark,VT,VT,2010-07-30,39.0100,42.8891,38.3100,42.3900,29.6982,1687700,0.0000,
benchmark_vt,benchmark,Vanguard Total World Stock ETF,benchmark,VT,VT,2010-08-31,43.1800,43.6760,40.0800,40.7000,28.5142,1467800,0.0000,
benchmark_vt,benchmark,Vanguard Total World Stock ETF,benchmark,VT,VT,2010-09-30,41.5400,45.3300,41.4500,44.7900,31.3797,1777600,0.0000,
benchmark_vt,benchmark,Vanguard Total World Stock ETF,benchmark,VT,VT,2010-10-29,45.1900,47.0300,44.5200,46.4900,32.5707,1884400,0.0000,
benchmark_vt,benchmark,Vanguard Total World Stock ETF,benchmark,VT,VT,2010-11-30,46.5500,48.3600,45.0300,45.2600,31.7089,1930400,0.0000,
benchmark_vt,benchmark,Vanguard Total World Stock ETF,benchmark,VT,VT,2010-12-31,46.1500,48.3000,46.1200,47.8000,34.1364,2407600,0.9180,
benchmark_vt,benchmark,Vanguard Total World Stock ETF,benchmark,VT,VT,2011-01-31,48.2000,49.1448,47.1500,48.4700,34.6148,2547200,0.0000,
benchmark_vt,benchmark,Vanguard Total World Stock ETF,benchmark,VT,VT,2011-02-28,48.8900,50.3600,48.5501,49.8900,35.6289,1429600,0.0000,
benchmark_vt,benchmark,Vanguard Total World Stock ETF,benchmark,VT,VT,2011-03-31,50.1100,50.2700,45.9600,49.8600,35.6075,2646500,0.0000,
benchmark_vt,benchmark,Vanguard Total World Stock ETF,benchmark,VT,VT,2011-04-29,50.1300,52.1300,48.7500,52.0300,37.1572,1631800,0.0000,
benchmark_vt,benchmark,Vanguard Total World Stock ETF,benchmark,VT,VT,2011-05-31,52.2500,52.3512,48.7801,50.8500,36.3145,1614700,0.0000,
benchmark_vt,benchmark,Vanguard Total World Stock ETF,benchmark,VT,VT,2011-06-30,50.7300,50.7600,47.3900,50.1700,35.8289,2302500,0.0000,
benchmark_vt,benchmark,Vanguard Total World Stock ETF,benchmark,VT,VT,2011-07-29,50.1500,51.0200,48.3480,49.0900,35.0576,2191600,0.0000,
benchmark_vt,benchmark,Vanguard Total World Stock ETF,benchmark,VT,VT,2011-08-31,49.8700,49.8700,41.6900,45.5300,32.5152,5501800,0.0000,
benchmark_vt,benchmark,Vanguard Total World Stock ETF,benchmark,VT,VT,2011-09-30,45.6000,45.9900,39.7200,40.6500,29.0302,5916100,0.0000,
benchmark_vt,benchmark,Vanguard Total World Stock ETF,benchmark,VT,VT,2011-10-31,40.5000,47.4900,38.6700,45.2300,32.3010,4280600,0.0000,
benchmark_vt,benchmark,Vanguard Total World Stock ETF,benchmark,VT,VT,2011-11-30,43.8700,46.0900,40.7500,44.6700,31.9011,3442900,0.0000,
