date,instrument_key,issuer_name,symbol,sector,shares_end,close_price,market_value_end,weight_end,rebalance_id
2019-02-14,sector::XLF,XLF,XLF,XLF,0.013989735832,22.56961000,0.315742881741,0.315742881741,S5N6F-R001
2019-02-14,sector::XLI,XLI,XLI,XLI,0.004965577481,66.29232000,0.329179651331,0.329179651331,S5N6F-R001
2019-02-14,sector::XLP,XLP,XLP,XLP,0.007979329885,44.49966000,0.355077466928,0.355077466928,S5N6F-R001
2019-02-15,sector::XLF,XLF,XLF,XLF,0.013989735832,23.04925800,0.322453030554,0.317850265120,
2019-02-15,sector::XLI,XLI,XLI,XLI,0.004965577481,67.17988000,0.333586899280,0.328825206557,
2019-02-15,sector::XLP,XLP,XLP,XLP,0.007979329885,44.92119000,0.358440993855,0.353324528323,
2019-02-19,sector::XLF,XLF,XLF,XLF,0.013989735832,23.08414100,0.322941034509,0.317641715959,
2019-02-19,sector::XLI,XLI,XLI,XLI,0.004965577481,67.15326000,0.333454715607,0.327982872234,
2019-02-19,sector::XLP,XLP,XLP,XLP,0.007979329885,45.15261000,0.360287570377,0.354375411807,
2019-02-20,sector::XLF,XLF,XLF,XLF,0.013989735832,23.23240000,0.325015138753,0.318740878049,
2019-02-20,sector::XLI,XLI,XLI,XLI,0.004965577481,67.47278000,0.335041316924,0.328573505679,
2019-02-20,sector::XLP,XLP,XLP,XLP,0.007979329885,45.06995800,0.359628062803,0.352685616272,
2019-02-21,sector::XLF,XLF,XLF,XLF,0.013989735832,23.11030000,0.323306992008,0.317694819107,
2019-02-21,sector::XLI,XLI,XLI,XLI,0.004965577481,67.19763000,0.333675038280,0.327882890093,
2019-02-21,sector::XLP,XLP,XLP,XLP,0.007979329885,45.20220000,0.360683265346,0.354422290799,
2019-02-22,sector::XLF,XLF,XLF,XLF,0.013989735832,23.07542000,0.322819030022,0.317215005349,
2019-02-22,sector::XLI,XLI,XLI,XLI,0.004965577481,67.64142000,0.335878711910,0.330047975758,
2019-02-22,sector::XLP,XLP,XLP,XLP,0.007979329885,44.98731000,0.358968587147,0.352737018892,
2019-02-25,sector::XLF,XLF,XLF,XLF,0.013989735832,23.17135000,0.324161065381,0.318319271975,
2019-02-25,sector::XLI,XLI,XLI,XLI,0.004965577481,67.90769000,0.337200896226,0.331124108535,
2019-02-25,sector::XLP,XLP,XLP,XLP,0.007979329885,44.73935000,0.356990032508,0.350556619490,
2019-02-26,sector::XLF,XLF,XLF,XLF,0.013989735832,23.10158000,0.323185001512,0.317892634761,
2019-02-26,sector::XLI,XLI,XLI,XLI,0.004965577481,67.72130000,0.336275362239,0.330768632231,
2019-02-26,sector::XLP,XLP,XLP,XLP,0.007979329885,44.76415000,0.357187919889,0.351338733008,
2019-02-27,sector::XLF,XLF,XLF,XLF,0.013989735832,23.18879000,0.324405046374,0.318461622736,
2019-02-27,sector::XLI,XLI,XLI,XLI,0.004965577481,67.98757000,0.337597546555,0.331412423171,
2019-02-27,sector::XLP,XLP,XLP,XLP,0.007979329885,44.69803000,0.356660326597,0.350125954092,
2019-02-28,sector::XLF,XLF,XLF,XLF,0.014677573592,23.12775000,0.339459252645,0.333333333333,S5N6F-R002
2019-02-28,sector::XLI,XLI,XLI,XLI,0.005009965828,67.75680000,0.339459252645,0.333333333333,S5N6F-R002
2019-02-28,sector::XLK,XLK,XLK,XLK,0.010895091987,31.15708000,0.339459252645,0.333333333333,S5N6F-R002
2019-03-01,sector::XLF,XLF,XLF,XLF,0.014677573592,23.27600000,0.341635202930,0.333900600351,
2019-03-01,sector::XLI,XLI,XLI,XLI,0.005009965828,67.81893000,0.339770521822,0.332078135522,
2019-03-01,sector::XLK,XLK,XLK,XLK,0.010895091987,31.36813000,0.341758661808,0.334021264127,
2019-03-04,sector::XLF,XLF,XLF,XLF,0.014677573592,23.12775000,0.339459252645,0.333397056111,
2019-03-04,sector::XLI,XLI,XLI,XLI,0.005009965828,67.51716000,0.338258664433,0.332217908475,
2019-03-04,sector::XLK,XLK,XLK,XLK,0.010895091987,31.24941000,0.340465196488,0.334385035414,
2019-03-05,sector::XLF,XLF,XLF,XLF,0.014677573592,23.04053700,0.338179177419,0.333602741525,
2019-03-05,sector::XLI,XLI,XLI,XLI,0.005009965828,67.08225200,0.336079790215,0.331531764441,
2019-03-05,sector::XLK,XLK,XLK,XLK,0.010895091987,31.15708000,0.339459252645,0.334865494034,
