date,instrument_key,issuer_name,symbol,sector,shares_end,close_price,market_value_end,weight_end,rebalance_id
2019-02-19,sector::XLP,XLP,XLP,Consumer Staples,0.005728949116,45.15261000,0.258677005144,0.258677005144,S1_T3-R001
2019-02-19,sector::XLF,XLF,XLF,Financials,0.020255045373,23.08414100,0.467570323346,0.467570323346,S1_T3-R001
2019-02-19,sector::XLI,XLI,XLI,Industrials,0.004076535845,67.15326000,0.273752671509,0.273752671509,S1_T3-R001
2019-02-20,sector::XLP,XLP,XLP,Consumer Staples,0.005728949116,45.06995800,0.258203496042,0.257217832574,
2019-02-20,sector::XLF,XLF,XLF,Financials,0.020255045373,23.23240000,0.470573316118,0.468776954203,
2019-02-20,sector::XLI,XLI,XLI,Industrials,0.004076535845,67.47278000,0.275055206243,0.274005213223,
2019-02-21,sector::XLP,XLP,XLP,Consumer Staples,0.005728949116,45.20220000,0.258961103731,0.258703738470,
2019-02-21,sector::XLF,XLF,XLF,Financials,0.020255045373,23.11030000,0.468100175078,0.467634959562,
2019-02-21,sector::XLI,XLI,XLI,Industrials,0.004076535845,67.19763000,0.273933547405,0.273661301968,
2019-02-22,sector::XLP,XLP,XLP,Consumer Staples,0.005728949116,44.98731000,0.257730009855,0.257506915598,
2019-02-22,sector::XLF,XLF,XLF,Financials,0.020255045373,23.07542000,0.467393679096,0.466989097394,
2019-02-22,sector::XLI,XLI,XLI,Industrials,0.004076535845,67.64142000,0.275742673248,0.275503987008,
2019-02-25,sector::XLP,XLP,XLP,Consumer Staples,0.005728949116,44.73935000,0.256309459633,0.255676828822,
2019-02-25,sector::XLF,XLF,XLF,Financials,0.020255045373,23.17135000,0.469336745598,0.468178314355,
2019-02-25,sector::XLI,XLI,XLI,Industrials,0.004076535845,67.90769000,0.276828132447,0.276144856823,
2019-02-26,sector::XLP,XLP,XLP,Consumer Staples,0.005728949116,44.76415000,0.256451537571,0.256337878487,
2019-02-26,sector::XLF,XLF,XLF,Financials,0.020255045373,23.10158000,0.467923551083,0.467716167799,
2019-02-26,sector::XLI,XLI,XLI,Industrials,0.004076535845,67.72130000,0.276068306931,0.275945953714,
2019-02-27,sector::XLP,XLP,XLP,Consumer Staples,0.005728949116,44.69803000,0.256072739455,0.255328075334,
2019-02-27,sector::XLF,XLF,XLF,Financials,0.020255045373,23.18879000,0.469689993589,0.468324126660,
2019-02-27,sector::XLI,XLI,XLI,Industrials,0.004076535845,67.98757000,0.277153766130,0.276347798006,
2019-02-28,sector::XLP,XLP,XLP,Consumer Staples,0.005728949116,44.91292000,0.257303833331,0.256797817621,
2019-02-28,sector::XLF,XLF,XLF,Financials,0.020255045373,23.12775000,0.468453625620,0.467532361095,
2019-02-28,sector::XLI,XLI,XLI,Industrials,0.004076535845,67.75680000,0.276213023953,0.275669821283,
2019-03-01,sector::XLP,XLP,XLP,Consumer Staples,0.005728949116,44.83027000,0.256830335686,0.255615377671,
2019-03-01,sector::XLF,XLF,XLF,Financials,0.020255045373,23.27600000,0.471456436096,0.469226170834,
2019-03-01,sector::XLI,XLI,XLI,Industrials,0.004076535845,67.81893000,0.276466299126,0.275158451495,
2019-03-04,sector::XLY,XLY,XLY,Consumer Discretionary,0.006357391671,48.66173000,0.309361676986,0.309332628276,S1_T3-R002
2019-03-04,sector::XLV,XLV,XLV,Health Care,0.004057257065,81.05048300,0.328842644754,0.328811766802,S1_T3-R002
2019-03-04,sector::XLK,XLK,XLK,Technology,0.011580685394,31.24941000,0.361889585945,0.361855604922,S1_T3-R002
2019-03-05,sector::XLY,XLY,XLY,Consumer Discretionary,0.006357391671,48.78476000,0.310143826884,0.310259404683,
2019-03-05,sector::XLV,XLV,XLV,Health Care,0.004057257065,81.00628250,0.328663311963,0.328785791210,
2019-03-05,sector::XLK,XLK,XLK,Technology,0.011580685394,31.15708000,0.360820341262,0.360954804106,
2019-03-06,sector::XLY,XLY,XLY,Consumer Discretionary,0.006357391671,48.55628000,0.308691290035,0.311342354486,
