as_of_date,prior_state_date,state_signature,state_change_flag,state_change_reason,pif_risk_state,pif_risk_state_source,pif_exposure_score,pif_common_equity_holding_count,nbim_sector_state,nbim_overweight_count,nbim_top3_count,cross_fund_confirmation_count,cross_fund_confirmation_members,model_exposure_target,model_cash_target,model_sector_tilt_primary,model_sector_tilt_primary_proxy,model_sector_tilt_primary_weight,model_sector_tilt_source,state_forward_6m_spy_minus_unconditional,state_forward_6m_primary_sector_excess_minus_unconditional,state_forward_6m_primary_sector_hit_rate
2026-05-18,2026-03-02,neutral|overweight_led|Technology|0|0.750000000000,1,pif_risk_state|model_exposure_target,neutral,stable,0.00000000,4,overweight_led,1,3,0,,0.750000000000,0.250000000000,Technology,XLK,0.284331000000,nbim_overweight,-0.003015756890,0.005066113152,0.631578947368
